sample_index,leaf_count,maximum_additive_state_error,maximum_derived_observable_error
816,15,7.105427357601002e-15,7.105427357601002e-15
817,49,4.263256414560601e-14,4.263256414560601e-14
818,77,5.684341886080802e-14,5.684341886080802e-14
819,24,1.0658141036401503e-14,7.105427357601002e-15
820,26,7.105427357601002e-15,7.105427357601002e-15
821,10,1.7763568394002505e-15,1.7763568394002505e-15
822,24,7.105427357601002e-15,7.105427357601002e-15
823,68,2.842170943040401e-14,1.4210854715202004e-14
824,69,5.684341886080802e-14,5.684341886080802e-14
825,25,3.552713678800501e-15,3.552713678800501e-15
826,52,2.842170943040401e-14,2.842170943040401e-14
827,9,1.7763568394002505e-15,1.7763568394002505e-15
828,60,2.842170943040401e-14,2.842170943040401e-14
829,59,4.263256414560601e-14,2.842170943040401e-14
830,65,3.552713678800501e-14,2.842170943040401e-14
831,60,5.684341886080802e-14,5.684341886080802e-14
832,32,1.4210854715202004e-14,1.4210854715202004e-14
833,32,1.4210854715202004e-14,1.4210854715202004e-14
834,45,7.105427357601002e-15,7.105427357601002e-15
835,60,4.263256414560601e-14,2.842170943040401e-14
836,21,7.105427357601002e-15,7.105427357601002e-15
837,48,2.842170943040401e-14,2.842170943040401e-14
838,21,1.4210854715202004e-14,1.4210854715202004e-14
839,59,1.1368683772161603e-13,1.1368683772161603e-13
840,56,2.842170943040401e-14,2.842170943040401e-14
841,17,7.105427357601002e-15,7.105427357601002e-15
842,76,5.684341886080802e-14,5.684341886080802e-14
843,71,2.842170943040401e-14,2.842170943040401e-14
844,63,2.842170943040401e-14,2.842170943040401e-14
845,33,1.4210854715202004e-14,1.4210854715202004e-14
846,45,1.4210854715202004e-14,1.4210854715202004e-14
847,27,1.4210854715202004e-14,1.4210854715202004e-14
848,68,1.1368683772161603e-13,1.1368683772161603e-13
849,54,5.684341886080802e-14,4.263256414560601e-14
850,9,7.105427357601002e-15,7.105427357601002e-15
851,21,1.4210854715202004e-14,1.4210854715202004e-14
852,61,5.684341886080802e-14,5.684341886080802e-14
853,18,7.105427357601002e-15,7.105427357601002e-15
854,13,7.105427357601002e-15,7.105427357601002e-15
855,53,4.263256414560601e-14,1.4210854715202004e-14
856,19,1.4210854715202004e-14,1.4210854715202004e-14
857,79,2.842170943040401e-14,2.842170943040401e-14
858,68,5.684341886080802e-14,5.684341886080802e-14
859,14,2.842170943040401e-14,2.842170943040401e-14
860,56,2.842170943040401e-14,2.842170943040401e-14
861,79,2.842170943040401e-14,2.842170943040401e-14
862,29,4.263256414560601e-14,4.263256414560601e-14
863,51,2.1316282072803006e-14,2.1316282072803006e-14
864,15,3.552713678800501e-15,3.552713678800501e-15
865,60,8.526512829121202e-14,8.526512829121202e-14
866,19,1.4210854715202004e-14,1.4210854715202004e-14
867,39,2.842170943040401e-14,2.842170943040401e-14
868,68,2.842170943040401e-14,2.842170943040401e-14
869,70,4.263256414560601e-14,4.263256414560601e-14
870,27,1.4210854715202004e-14,1.4210854715202004e-14
871,58,2.842170943040401e-14,2.842170943040401e-14
872,34,1.4210854715202004e-14,1.4210854715202004e-14
873,31,2.842170943040401e-14,1.4210854715202004e-14
874,78,2.842170943040401e-14,2.842170943040401e-14
875,48,1.4210854715202004e-14,1.4210854715202004e-14
876,43,1.4210854715202004e-14,1.4210854715202004e-14
877,52,5.684341886080802e-14,5.684341886080802e-14
878,31,1.4210854715202004e-14,1.4210854715202004e-14
879,59,2.842170943040401e-14,2.842170943040401e-14
880,51,2.842170943040401e-14,2.842170943040401e-14
881,30,7.105427357601002e-15,2.220446049250313e-16
882,9,3.552713678800501e-15,3.552713678800501e-15
883,72,5.684341886080802e-14,5.684341886080802e-14
884,24,1.4210854715202004e-14,1.4210854715202004e-14
885,71,1.7053025658242404e-13,1.7053025658242404e-13
886,60,2.842170943040401e-14,2.842170943040401e-14
887,42,7.105427357601002e-15,7.105427357601002e-15
888,62,2.842170943040401e-14,2.842170943040401e-14
889,52,2.842170943040401e-14,2.842170943040401e-14
890,27,1.4210854715202004e-14,1.4210854715202004e-14
891,55,4.263256414560601e-14,4.263256414560601e-14
892,54,5.684341886080802e-14,5.684341886080802e-14
893,23,1.4210854715202004e-14,1.4210854715202004e-14
894,10,3.552713678800501e-15,3.552713678800501e-15
895,61,2.842170943040401e-14,2.842170943040401e-14
896,38,4.263256414560601e-14,4.263256414560601e-14
897,23,1.4210854715202004e-14,1.4210854715202004e-14
898,52,5.684341886080802e-14,5.684341886080802e-14
899,63,2.842170943040401e-14,2.842170943040401e-14
900,55,5.684341886080802e-14,5.684341886080802e-14
901,62,1.4210854715202004e-14,1.4210854715202004e-14
902,32,2.842170943040401e-14,2.842170943040401e-14
903,31,7.105427357601002e-15,7.105427357601002e-15
904,77,8.526512829121202e-14,8.526512829121202e-14
905,35,2.842170943040401e-14,2.842170943040401e-14
906,45,5.684341886080802e-14,5.684341886080802e-14
907,44,4.263256414560601e-14,4.263256414560601e-14
908,78,1.7053025658242404e-13,1.7053025658242404e-13
909,15,2.842170943040401e-14,2.842170943040401e-14
910,16,3.552713678800501e-15,3.552713678800501e-15
911,57,2.842170943040401e-14,2.842170943040401e-14
912,76,5.684341886080802e-14,5.684341886080802e-14
913,77,1.1368683772161603e-13,1.1368683772161603e-13
914,21,7.105427357601002e-15,7.105427357601002e-15
915,61,5.684341886080802e-14,5.684341886080802e-14
916,56,5.684341886080802e-14,5.684341886080802e-14
917,71,5.684341886080802e-14,5.684341886080802e-14
918,51,1.1368683772161603e-13,1.1368683772161603e-13
919,38,2.842170943040401e-14,2.842170943040401e-14
920,58,2.842170943040401e-14,2.842170943040401e-14
921,68,5.684341886080802e-14,5.684341886080802e-14
922,45,5.684341886080802e-14,5.684341886080802e-14
923,13,7.105427357601002e-15,7.105427357601002e-15
924,62,2.842170943040401e-14,2.842170943040401e-14
925,22,7.105427357601002e-15,7.105427357601002e-15
926,28,1.0658141036401503e-14,3.552713678800501e-15
927,68,5.684341886080802e-14,5.684341886080802e-14
928,71,5.684341886080802e-14,5.684341886080802e-14
929,31,1.4210854715202004e-14,1.4210854715202004e-14
930,49,1.1368683772161603e-13,1.1368683772161603e-13
931,22,7.105427357601002e-15,7.105427357601002e-15
932,11,1.7763568394002505e-15,1.7763568394002505e-15
933,55,2.842170943040401e-14,2.842170943040401e-14
934,11,3.552713678800501e-15,3.552713678800501e-15
935,29,1.4210854715202004e-14,7.105427357601002e-15
936,48,2.842170943040401e-14,2.842170943040401e-14
937,55,2.842170943040401e-14,2.842170943040401e-14
938,74,1.1368683772161603e-13,1.1368683772161603e-13
939,69,1.4210854715202004e-14,1.4210854715202004e-14
940,58,2.842170943040401e-14,2.842170943040401e-14
941,49,2.842170943040401e-14,2.842170943040401e-14
942,16,2.842170943040401e-14,2.842170943040401e-14
943,75,5.684341886080802e-14,5.684341886080802e-14
944,79,4.263256414560601e-14,1.4210854715202004e-14
945,64,5.684341886080802e-14,5.684341886080802e-14
946,18,7.105427357601002e-15,7.105427357601002e-15
947,26,7.105427357601002e-15,3.552713678800501e-15
948,77,2.842170943040401e-14,2.842170943040401e-14
949,58,5.684341886080802e-14,5.684341886080802e-14
950,18,7.105427357601002e-15,7.105427357601002e-15
951,75,4.263256414560601e-14,4.263256414560601e-14
952,39,2.842170943040401e-14,2.842170943040401e-14
953,34,2.842170943040401e-14,2.842170943040401e-14
954,70,5.684341886080802e-14,5.684341886080802e-14
955,17,7.105427357601002e-15,7.105427357601002e-15
956,61,5.684341886080802e-14,5.684341886080802e-14
957,39,2.842170943040401e-14,2.842170943040401e-14
958,75,2.842170943040401e-14,2.842170943040401e-14
959,63,5.684341886080802e-14,5.684341886080802e-14
960,30,1.4210854715202004e-14,1.4210854715202004e-14
961,9,1.7763568394002505e-15,1.7763568394002505e-15
962,22,1.4210854715202004e-14,1.4210854715202004e-14
963,57,8.526512829121202e-14,8.526512829121202e-14
964,46,2.842170943040401e-14,2.842170943040401e-14
965,12,3.552713678800501e-15,3.552713678800501e-15
966,54,2.1316282072803006e-14,2.1316282072803006e-14
967,50,2.842170943040401e-14,2.842170943040401e-14
968,13,7.105427357601002e-15,7.105427357601002e-15
969,79,5.684341886080802e-14,5.684341886080802e-14
970,71,2.842170943040401e-14,2.842170943040401e-14
971,61,4.263256414560601e-14,4.263256414560601e-14
972,56,2.842170943040401e-14,2.842170943040401e-14
973,47,2.1316282072803006e-14,1.4210854715202004e-14
974,31,1.4210854715202004e-14,1.4210854715202004e-14
975,63,4.263256414560601e-14,2.842170943040401e-14
976,39,2.1316282072803006e-14,1.4210854715202004e-14
977,28,7.105427357601002e-15,7.105427357601002e-15
978,75,5.684341886080802e-14,5.684341886080802e-14
979,58,5.684341886080802e-14,5.684341886080802e-14
980,67,1.4210854715202004e-14,1.4210854715202004e-14
981,17,7.105427357601002e-15,7.105427357601002e-15
982,54,4.263256414560601e-14,4.263256414560601e-14
983,26,2.1316282072803006e-14,2.1316282072803006e-14
984,23,1.4210854715202004e-14,1.4210854715202004e-14
985,57,5.684341886080802e-14,5.684341886080802e-14
986,51,2.842170943040401e-14,2.842170943040401e-14
987,73,2.842170943040401e-14,2.842170943040401e-14
988,58,2.842170943040401e-14,2.842170943040401e-14
989,57,4.263256414560601e-14,4.263256414560601e-14
990,10,7.105427357601002e-15,7.105427357601002e-15
991,25,7.105427357601002e-15,7.105427357601002e-15
992,15,1.4210854715202004e-14,1.4210854715202004e-14
993,52,2.842170943040401e-14,2.842170943040401e-14
994,27,1.4210854715202004e-14,1.4210854715202004e-14
995,78,5.684341886080802e-14,2.842170943040401e-14
996,25,1.4210854715202004e-14,1.4210854715202004e-14
997,19,7.105427357601002e-15,7.105427357601002e-15
998,15,7.105427357601002e-15,7.105427357601002e-15
999,36,1.4210854715202004e-14,1.4210854715202004e-14
1000,39,2.1316282072803006e-14,2.1316282072803006e-14
1001,57,5.684341886080802e-14,5.684341886080802e-14
1002,17,7.105427357601002e-15,3.552713678800501e-15
1003,45,1.1368683772161603e-13,1.1368683772161603e-13
1004,40,1.4210854715202004e-14,1.4210854715202004e-14
1005,10,7.105427357601002e-15,7.105427357601002e-15
1006,27,7.105427357601002e-15,7.105427357601002e-15
1007,68,5.684341886080802e-14,5.684341886080802e-14
1008,15,7.105427357601002e-15,7.105427357601002e-15
1009,16,7.105427357601002e-15,7.105427357601002e-15
1010,48,2.1316282072803006e-14,2.1316282072803006e-14
1011,38,1.4210854715202004e-14,1.4210854715202004e-14
1012,14,7.105427357601002e-15,3.552713678800501e-15
1013,20,7.105427357601002e-15,7.105427357601002e-15
1014,12,1.7763568394002505e-15,1.7763568394002505e-15
1015,18,1.4210854715202004e-14,1.4210854715202004e-14
1016,23,7.105427357601002e-15,7.105427357601002e-15
1017,57,2.842170943040401e-14,2.842170943040401e-14
1018,30,1.4210854715202004e-14,1.4210854715202004e-14
1019,26,1.0658141036401503e-14,1.0658141036401503e-14
1020,75,5.684341886080802e-14,5.684341886080802e-14
1021,56,2.842170943040401e-14,2.842170943040401e-14
1022,68,2.842170943040401e-14,2.842170943040401e-14
1023,48,5.684341886080802e-14,5.684341886080802e-14
1024,45,5.684341886080802e-14,5.684341886080802e-14
1025,17,7.105427357601002e-15,7.105427357601002e-15
1026,39,2.842170943040401e-14,2.842170943040401e-14
1027,44,1.4210854715202004e-14,1.4210854715202004e-14
1028,13,3.552713678800501e-15,3.552713678800501e-15
1029,53,4.263256414560601e-14,4.263256414560601e-14
1030,68,2.842170943040401e-14,2.842170943040401e-14
1031,35,2.842170943040401e-14,2.842170943040401e-14
1032,65,2.842170943040401e-14,2.842170943040401e-14
1033,74,2.842170943040401e-14,2.842170943040401e-14
1034,41,4.263256414560601e-14,4.263256414560601e-14
1035,9,3.552713678800501e-15,3.552713678800501e-15
1036,73,4.263256414560601e-14,4.263256414560601e-14
1037,48,4.263256414560601e-14,2.842170943040401e-14
1038,50,2.842170943040401e-14,2.842170943040401e-14
1039,64,2.842170943040401e-14,2.842170943040401e-14
1040,62,4.263256414560601e-14,4.263256414560601e-14
1041,61,2.842170943040401e-14,2.842170943040401e-14
1042,40,1.4210854715202004e-14,1.4210854715202004e-14
1043,64,4.263256414560601e-14,4.263256414560601e-14
1044,44,1.4210854715202004e-14,1.4210854715202004e-14
1045,18,2.842170943040401e-14,2.842170943040401e-14
1046,39,7.105427357601002e-15,7.105427357601002e-15
1047,9,3.552713678800501e-15,3.552713678800501e-15
1048,42,1.4210854715202004e-14,1.4210854715202004e-14
1049,64,2.842170943040401e-14,2.842170943040401e-14
1050,60,2.842170943040401e-14,1.4210854715202004e-14
1051,42,2.842170943040401e-14,1.4210854715202004e-14
1052,80,2.842170943040401e-14,2.842170943040401e-14
1053,69,4.263256414560601e-14,4.263256414560601e-14
1054,28,2.842170943040401e-14,2.842170943040401e-14
1055,55,2.842170943040401e-14,2.842170943040401e-14
1056,20,3.552713678800501e-15,3.552713678800501e-15
1057,78,4.263256414560601e-14,4.263256414560601e-14
1058,63,2.842170943040401e-14,2.842170943040401e-14
1059,56,2.842170943040401e-14,2.842170943040401e-14
1060,25,1.4210854715202004e-14,1.4210854715202004e-14
1061,52,2.842170943040401e-14,2.842170943040401e-14
1062,51,1.4210854715202004e-14,1.4210854715202004e-14
1063,52,3.552713678800501e-14,3.552713678800501e-14
1064,40,5.684341886080802e-14,5.684341886080802e-14
1065,42,2.842170943040401e-14,2.842170943040401e-14
1066,52,5.684341886080802e-14,5.684341886080802e-14
1067,35,1.4210854715202004e-14,1.4210854715202004e-14
1068,76,1.1368683772161603e-13,1.1368683772161603e-13
1069,26,2.842170943040401e-14,2.842170943040401e-14
1070,24,2.1316282072803006e-14,2.1316282072803006e-14
1071,76,5.684341886080802e-14,5.684341886080802e-14
1072,15,7.105427357601002e-15,7.105427357601002e-15
1073,50,5.684341886080802e-14,5.684341886080802e-14
1074,41,1.4210854715202004e-14,1.4210854715202004e-14
1075,42,1.4210854715202004e-14,1.4210854715202004e-14
1076,64,1.4210854715202004e-13,1.4210854715202004e-13
1077,37,2.1316282072803006e-14,2.1316282072803006e-14
1078,54,2.842170943040401e-14,1.4210854715202004e-14
1079,28,1.4210854715202004e-14,1.4210854715202004e-14
1080,36,2.842170943040401e-14,2.842170943040401e-14
1081,38,2.842170943040401e-14,2.842170943040401e-14
1082,41,2.842170943040401e-14,2.842170943040401e-14
1083,36,2.842170943040401e-14,2.842170943040401e-14
1084,79,5.684341886080802e-14,5.684341886080802e-14
1085,77,5.684341886080802e-14,5.684341886080802e-14
1086,25,1.4210854715202004e-14,1.4210854715202004e-14
1087,13,7.105427357601002e-15,7.105427357601002e-15
1088,10,7.105427357601002e-15,7.105427357601002e-15
1089,66,8.526512829121202e-14,8.526512829121202e-14
1090,48,2.842170943040401e-14,1.4210854715202004e-14
1091,77,8.526512829121202e-14,8.526512829121202e-14
1092,46,1.4210854715202004e-14,1.4210854715202004e-14
1093,35,1.4210854715202004e-14,1.4210854715202004e-14
1094,20,1.4210854715202004e-14,1.4210854715202004e-14
1095,24,1.4210854715202004e-14,1.4210854715202004e-14
1096,8,7.105427357601002e-15,7.105427357601002e-15
1097,12,3.552713678800501e-15,3.552713678800501e-15
1098,16,7.105427357601002e-15,7.105427357601002e-15
1099,20,2.842170943040401e-14,2.842170943040401e-14
1100,77,5.684341886080802e-14,5.684341886080802e-14
1101,33,1.4210854715202004e-14,1.4210854715202004e-14
1102,39,4.263256414560601e-14,4.263256414560601e-14
1103,37,2.1316282072803006e-14,1.4210854715202004e-14
1104,53,2.842170943040401e-14,2.842170943040401e-14
1105,10,1.7763568394002505e-15,1.7763568394002505e-15
1106,62,2.842170943040401e-14,2.842170943040401e-14
1107,69,5.684341886080802e-14,5.684341886080802e-14
1108,23,1.4210854715202004e-14,1.4210854715202004e-14
1109,10,1.4210854715202004e-14,1.4210854715202004e-14
1110,23,7.105427357601002e-15,7.105427357601002e-15
1111,40,2.842170943040401e-14,2.842170943040401e-14
1112,17,3.552713678800501e-15,3.552713678800501e-15
1113,78,4.263256414560601e-14,2.842170943040401e-14
1114,66,5.684341886080802e-14,5.684341886080802e-14
1115,28,2.842170943040401e-14,2.842170943040401e-14
1116,8,7.105427357601002e-15,7.105427357601002e-15
1117,59,5.684341886080802e-14,5.684341886080802e-14
1118,46,2.842170943040401e-14,2.842170943040401e-14
1119,49,8.526512829121202e-14,8.526512829121202e-14
1120,69,1.1368683772161603e-13,1.1368683772161603e-13
1121,41,1.1368683772161603e-13,1.1368683772161603e-13
1122,9,7.105427357601002e-15,7.105427357601002e-15
1123,17,7.105427357601002e-15,7.105427357601002e-15
1124,80,8.526512829121202e-14,8.526512829121202e-14
1125,53,2.842170943040401e-14,2.842170943040401e-14
1126,14,3.552713678800501e-15,3.552713678800501e-15
1127,27,1.4210854715202004e-14,1.4210854715202004e-14
1128,54,2.842170943040401e-14,2.842170943040401e-14
1129,72,4.263256414560601e-14,4.263256414560601e-14
1130,59,2.842170943040401e-14,2.842170943040401e-14
1131,54,2.842170943040401e-14,2.842170943040401e-14
1132,15,2.842170943040401e-14,2.842170943040401e-14
1133,63,1.4210854715202004e-14,1.4210854715202004e-14
1134,9,7.105427357601002e-15,7.105427357601002e-15
1135,39,2.842170943040401e-14,2.842170943040401e-14
1136,12,7.105427357601002e-15,7.105427357601002e-15
1137,59,2.842170943040401e-14,2.842170943040401e-14
1138,70,5.684341886080802e-14,5.684341886080802e-14
1139,27,1.4210854715202004e-14,1.4210854715202004e-14
1140,48,2.842170943040401e-14,2.842170943040401e-14
1141,65,4.263256414560601e-14,4.263256414560601e-14
1142,76,2.842170943040401e-14,2.842170943040401e-14
1143,9,1.7763568394002505e-15,1.7763568394002505e-15
1144,37,2.842170943040401e-14,2.842170943040401e-14
1145,27,7.105427357601002e-15,7.105427357601002e-15
1146,53,4.263256414560601e-14,2.842170943040401e-14
1147,37,2.1316282072803006e-14,1.4210854715202004e-14
1148,78,8.526512829121202e-14,8.526512829121202e-14
1149,56,1.4210854715202004e-14,1.4210854715202004e-14
1150,48,2.842170943040401e-14,2.842170943040401e-14
1151,39,4.263256414560601e-14,4.263256414560601e-14
1152,8,1.7763568394002505e-15,1.7763568394002505e-15
1153,75,2.842170943040401e-14,2.842170943040401e-14
1154,77,7.105427357601002e-14,7.105427357601002e-14
1155,72,5.684341886080802e-14,5.684341886080802e-14
1156,22,7.105427357601002e-15,7.105427357601002e-15
1157,46,2.842170943040401e-14,2.842170943040401e-14
1158,68,5.684341886080802e-14,5.684341886080802e-14
1159,59,2.842170943040401e-14,2.842170943040401e-14
1160,36,2.842170943040401e-14,2.842170943040401e-14
1161,76,4.263256414560601e-14,4.263256414560601e-14
1162,37,2.842170943040401e-14,2.842170943040401e-14
1163,79,5.684341886080802e-14,5.684341886080802e-14
1164,28,7.105427357601002e-15,7.105427357601002e-15
1165,45,1.4210854715202004e-14,1.4210854715202004e-14
1166,79,5.684341886080802e-14,5.684341886080802e-14
1167,37,2.842170943040401e-14,2.842170943040401e-14
1168,48,5.684341886080802e-14,5.684341886080802e-14
1169,43,1.4210854715202004e-14,1.4210854715202004e-14
1170,12,3.552713678800501e-15,3.552713678800501e-15
1171,51,2.842170943040401e-14,2.842170943040401e-14
1172,77,4.263256414560601e-14,2.842170943040401e-14
1173,34,1.4210854715202004e-14,1.4210854715202004e-14
1174,74,8.526512829121202e-14,8.526512829121202e-14
1175,71,4.263256414560601e-14,4.263256414560601e-14
1176,72,2.842170943040401e-14,2.842170943040401e-14
1177,20,7.105427357601002e-15,7.105427357601002e-15
1178,13,7.105427357601002e-15,7.105427357601002e-15
1179,60,2.842170943040401e-14,2.842170943040401e-14
1180,75,4.263256414560601e-14,2.842170943040401e-14
1181,73,5.684341886080802e-14,5.684341886080802e-14
1182,13,3.552713678800501e-15,1.7763568394002505e-15
1183,51,2.842170943040401e-14,2.842170943040401e-14
1184,45,8.526512829121202e-14,8.526512829121202e-14
1185,76,8.526512829121202e-14,8.526512829121202e-14
1186,56,5.684341886080802e-14,2.842170943040401e-14
1187,56,4.263256414560601e-14,4.263256414560601e-14
1188,51,2.842170943040401e-14,2.842170943040401e-14
1189,40,1.4210854715202004e-14,1.4210854715202004e-14
1190,47,5.684341886080802e-14,5.684341886080802e-14
1191,57,2.842170943040401e-14,2.842170943040401e-14
1192,77,2.842170943040401e-14,2.842170943040401e-14
1193,53,2.842170943040401e-14,2.842170943040401e-14
1194,65,2.842170943040401e-14,2.842170943040401e-14
1195,35,7.105427357601002e-15,7.105427357601002e-15
1196,56,2.842170943040401e-14,2.842170943040401e-14
1197,27,1.4210854715202004e-14,1.4210854715202004e-14
1198,16,3.552713678800501e-15,3.552713678800501e-15
1199,65,1.1368683772161603e-13,1.1368683772161603e-13
1200,46,1.1368683772161603e-13,1.1368683772161603e-13
1201,8,3.552713678800501e-15,3.552713678800501e-15
1202,60,2.842170943040401e-14,2.842170943040401e-14
1203,72,2.842170943040401e-14,2.842170943040401e-14
1204,65,5.684341886080802e-14,5.684341886080802e-14
1205,56,4.263256414560601e-14,4.263256414560601e-14
1206,9,3.552713678800501e-15,3.552713678800501e-15
1207,16,7.105427357601002e-15,7.105427357601002e-15
1208,15,3.552713678800501e-15,3.552713678800501e-15
1209,64,2.842170943040401e-14,2.842170943040401e-14
1210,34,1.4210854715202004e-14,1.4210854715202004e-14
1211,9,3.552713678800501e-15,3.552713678800501e-15
1212,13,7.105427357601002e-15,7.105427357601002e-15
1213,15,1.4210854715202004e-14,1.4210854715202004e-14
1214,24,7.105427357601002e-15,7.105427357601002e-15
1215,64,5.684341886080802e-14,5.684341886080802e-14
1216,50,1.4210854715202004e-14,1.4210854715202004e-14
1217,74,5.684341886080802e-14,5.684341886080802e-14
1218,41,2.842170943040401e-14,2.842170943040401e-14
1219,61,4.263256414560601e-14,2.842170943040401e-14
1220,72,4.263256414560601e-14,2.842170943040401e-14
1221,11,3.552713678800501e-15,3.552713678800501e-15
1222,27,7.105427357601002e-15,7.105427357601002e-15
1223,40,1.4210854715202004e-14,1.4210854715202004e-14
1224,46,1.4210854715202004e-14,1.4210854715202004e-14
1225,28,3.552713678800501e-15,3.552713678800501e-15
1226,23,7.105427357601002e-15,7.105427357601002e-15
1227,42,2.842170943040401e-14,2.842170943040401e-14
1228,62,2.842170943040401e-14,2.842170943040401e-14
1229,73,5.684341886080802e-14,5.684341886080802e-14
1230,61,2.842170943040401e-14,2.842170943040401e-14
1231,17,7.105427357601002e-15,3.552713678800501e-15
1232,48,2.1316282072803006e-14,2.1316282072803006e-14
1233,8,8.881784197001252e-16,8.881784197001252e-16
1234,54,4.263256414560601e-14,4.263256414560601e-14
1235,60,2.842170943040401e-14,3.3306690738754696e-16
1236,41,1.4210854715202004e-14,1.4210854715202004e-14
1237,10,3.552713678800501e-15,3.552713678800501e-15
1238,19,3.552713678800501e-15,3.552713678800501e-15
1239,57,1.4210854715202004e-14,1.4210854715202004e-14
1240,78,5.684341886080802e-14,5.684341886080802e-14
1241,8,3.552713678800501e-15,3.552713678800501e-15
1242,13,7.105427357601002e-15,7.105427357601002e-15
1243,20,1.4210854715202004e-14,1.4210854715202004e-14
1244,67,2.842170943040401e-14,2.842170943040401e-14
1245,23,2.842170943040401e-14,2.842170943040401e-14
1246,56,4.263256414560601e-14,4.263256414560601e-14
1247,78,5.684341886080802e-14,5.684341886080802e-14
1248,65,5.684341886080802e-14,5.684341886080802e-14
1249,47,2.842170943040401e-14,2.842170943040401e-14
1250,12,7.105427357601002e-15,7.105427357601002e-15
1251,50,5.684341886080802e-14,5.684341886080802e-14
1252,34,1.4210854715202004e-14,1.4210854715202004e-14
1253,13,3.552713678800501e-15,3.552713678800501e-15
1254,48,8.526512829121202e-14,8.526512829121202e-14
1255,53,2.842170943040401e-14,2.842170943040401e-14
1256,40,1.4210854715202004e-14,1.4210854715202004e-14
1257,41,2.842170943040401e-14,2.842170943040401e-14
1258,45,2.842170943040401e-14,2.842170943040401e-14
1259,40,2.842170943040401e-14,2.842170943040401e-14
1260,17,7.105427357601002e-15,7.105427357601002e-15
1261,71,4.263256414560601e-14,2.842170943040401e-14
1262,59,1.4210854715202004e-14,1.4210854715202004e-14
1263,64,4.263256414560601e-14,2.842170943040401e-14
1264,30,2.842170943040401e-14,2.842170943040401e-14
1265,72,4.263256414560601e-14,1.4210854715202004e-14
1266,12,7.105427357601002e-15,7.105427357601002e-15
1267,46,2.842170943040401e-14,2.842170943040401e-14
1268,73,2.842170943040401e-14,2.842170943040401e-14
1269,67,2.842170943040401e-14,2.842170943040401e-14
1270,24,1.4210854715202004e-14,1.4210854715202004e-14
1271,64,5.684341886080802e-14,5.684341886080802e-14
1272,37,2.842170943040401e-14,2.842170943040401e-14
1273,78,4.263256414560601e-14,2.842170943040401e-14
1274,64,5.684341886080802e-14,5.684341886080802e-14
1275,28,1.4210854715202004e-14,1.4210854715202004e-14
1276,15,3.552713678800501e-15,3.552713678800501e-15
1277,57,5.684341886080802e-14,5.684341886080802e-14
1278,54,4.263256414560601e-14,4.263256414560601e-14
1279,33,1.4210854715202004e-14,1.4210854715202004e-14
1280,57,2.842170943040401e-14,2.842170943040401e-14
1281,78,5.684341886080802e-14,5.684341886080802e-14
1282,80,5.684341886080802e-14,5.684341886080802e-14
1283,36,1.4210854715202004e-14,1.4210854715202004e-14
1284,41,4.263256414560601e-14,4.263256414560601e-14
1285,76,2.842170943040401e-14,2.842170943040401e-14
1286,64,2.842170943040401e-14,2.842170943040401e-14
1287,40,5.684341886080802e-14,5.684341886080802e-14
1288,66,1.4210854715202004e-14,1.4210854715202004e-14
1289,17,7.105427357601002e-15,7.105427357601002e-15
1290,28,1.4210854715202004e-14,1.4210854715202004e-14
1291,28,1.0658141036401503e-14,1.0658141036401503e-14
1292,61,4.263256414560601e-14,2.842170943040401e-14
1293,62,2.842170943040401e-14,2.842170943040401e-14
1294,46,5.684341886080802e-14,5.684341886080802e-14
1295,61,8.526512829121202e-14,8.526512829121202e-14
1296,38,1.4210854715202004e-14,1.4210854715202004e-14
1297,72,8.526512829121202e-14,8.526512829121202e-14
1298,35,1.4210854715202004e-14,1.4210854715202004e-14
1299,61,1.4210854715202004e-13,1.4210854715202004e-13
1300,22,1.4210854715202004e-14,1.4210854715202004e-14
1301,67,4.263256414560601e-14,4.263256414560601e-14
1302,17,1.4210854715202004e-14,1.4210854715202004e-14
1303,8,1.7763568394002505e-15,8.881784197001252e-16
1304,42,2.842170943040401e-14,2.842170943040401e-14
1305,23,7.105427357601002e-15,7.105427357601002e-15
1306,28,1.4210854715202004e-14,1.4210854715202004e-14
1307,78,5.684341886080802e-14,5.684341886080802e-14
1308,27,2.1316282072803006e-14,2.1316282072803006e-14
1309,47,5.684341886080802e-14,5.684341886080802e-14
1310,28,1.4210854715202004e-14,1.4210854715202004e-14
1311,71,2.842170943040401e-14,2.842170943040401e-14
1312,25,5.684341886080802e-14,5.684341886080802e-14
1313,38,1.4210854715202004e-14,1.4210854715202004e-14
1314,32,2.842170943040401e-14,2.842170943040401e-14
1315,21,4.263256414560601e-14,4.263256414560601e-14
1316,42,1.4210854715202004e-14,1.4210854715202004e-14
1317,8,3.552713678800501e-15,3.552713678800501e-15
1318,56,2.842170943040401e-14,2.842170943040401e-14
1319,19,3.552713678800501e-15,3.552713678800501e-15
1320,78,4.263256414560601e-14,4.263256414560601e-14
1321,46,1.4210854715202004e-14,1.4210854715202004e-14
1322,35,7.105427357601002e-15,7.105427357601002e-15
1323,32,2.842170943040401e-14,2.842170943040401e-14
1324,34,7.105427357601002e-15,2.220446049250313e-16
1325,31,1.4210854715202004e-14,1.4210854715202004e-14
1326,75,8.526512829121202e-14,8.526512829121202e-14
1327,21,7.105427357601002e-15,7.105427357601002e-15
1328,32,1.4210854715202004e-14,1.4210854715202004e-14
