n,sample_index,order_derived_q_identical,silent_kernel_identical_for_distinct_q,global_gauge_probability_error,row_gauge_probability_error,relabel_equivariance_error,outside_locality_row_error,local_contrast_total_variation,beta_q_scale_degeneracy_error
32,31,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.164060111119802,1.1102230246251565e-16
32,32,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.31493736347369045,5.551115123125783e-17
32,33,True,True,1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.35755922626412967,1.6653345369377348e-16
32,34,True,True,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,0.3817869566881221,2.220446049250313e-16
32,35,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.2709541126271811,1.1102230246251565e-16
32,36,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.38095060647343976,1.1102230246251565e-16
32,37,True,True,5.551115123125783e-17,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3895941094945348,1.1102230246251565e-16
32,38,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.35059737950549935,1.1102230246251565e-16
32,39,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3334510320779945,1.1102230246251565e-16
32,40,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3684683627980817,1.1102230246251565e-16
32,41,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.3392146502268689,2.220446049250313e-16
32,42,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.22259054349171412,1.6653345369377348e-16
32,43,True,True,1.6653345369377348e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.36243479462048867,2.220446049250313e-16
