sample_index,score,maximum_probability_error
1111,row_rank,0.0
1111,global_zscore,5.551115123125783e-17
1112,raw,5.551115123125783e-17
1112,min_shift,5.551115123125783e-17
1112,row_zscore,5.551115123125783e-17
1112,row_mad,0.0
1112,row_rank,0.0
1112,global_zscore,0.0
1113,raw,0.0
1113,min_shift,0.0
1113,row_zscore,1.1102230246251565e-16
1113,row_mad,5.551115123125783e-17
1113,row_rank,0.0
1113,global_zscore,0.0
1114,raw,5.551115123125783e-17
1114,min_shift,5.551115123125783e-17
1114,row_zscore,4.163336342344337e-17
1114,row_mad,5.551115123125783e-17
1114,row_rank,2.7755575615628914e-17
1114,global_zscore,0.0
1115,raw,0.0
1115,min_shift,0.0
1115,row_zscore,5.551115123125783e-17
1115,row_mad,5.551115123125783e-17
1115,row_rank,2.7755575615628914e-17
1115,global_zscore,0.0
1116,raw,1.1102230246251565e-16
1116,min_shift,1.1102230246251565e-16
1116,row_zscore,0.0
1116,row_mad,1.1102230246251565e-16
1116,row_rank,5.551115123125783e-17
1116,global_zscore,0.0
1117,raw,0.0
1117,min_shift,0.0
1117,row_zscore,5.551115123125783e-17
1117,row_mad,5.551115123125783e-17
1117,row_rank,0.0
1117,global_zscore,5.551115123125783e-17
1118,raw,2.7755575615628914e-17
1118,min_shift,2.7755575615628914e-17
1118,row_zscore,5.551115123125783e-17
1118,row_mad,0.0
1118,row_rank,0.0
1118,global_zscore,0.0
1119,raw,0.0
1119,min_shift,0.0
1119,row_zscore,1.1102230246251565e-16
1119,row_mad,1.1102230246251565e-16
1119,row_rank,0.0
1119,global_zscore,0.0
1120,raw,0.0
1120,min_shift,0.0
1120,row_zscore,0.0
1120,row_mad,5.551115123125783e-17
1120,row_rank,0.0
1120,global_zscore,0.0
1121,raw,0.0
1121,min_shift,0.0
1121,row_zscore,5.551115123125783e-17
1121,row_mad,0.0
1121,row_rank,0.0
1121,global_zscore,0.0
1122,raw,0.0
1122,min_shift,0.0
1122,row_zscore,5.551115123125783e-17
1122,row_mad,1.6653345369377348e-16
1122,row_rank,0.0
1122,global_zscore,0.0
1123,raw,5.551115123125783e-17
1123,min_shift,5.551115123125783e-17
1123,row_zscore,5.551115123125783e-17
1123,row_mad,0.0
1123,row_rank,2.7755575615628914e-17
1123,global_zscore,1.6653345369377348e-16
1124,raw,0.0
1124,min_shift,0.0
1124,row_zscore,0.0
1124,row_mad,0.0
1124,row_rank,0.0
1124,global_zscore,5.551115123125783e-17
1125,raw,0.0
1125,min_shift,0.0
1125,row_zscore,0.0
1125,row_mad,0.0
1125,row_rank,0.0
1125,global_zscore,0.0
1126,raw,1.1102230246251565e-16
1126,min_shift,1.1102230246251565e-16
1126,row_zscore,5.551115123125783e-17
1126,row_mad,0.0
1126,row_rank,0.0
1126,global_zscore,1.1102230246251565e-16
1127,raw,0.0
1127,min_shift,0.0
1127,row_zscore,0.0
1127,row_mad,0.0
1127,row_rank,0.0
1127,global_zscore,0.0
1128,raw,1.1102230246251565e-16
1128,min_shift,1.1102230246251565e-16
1128,row_zscore,0.0
1128,row_mad,2.220446049250313e-16
1128,row_rank,5.551115123125783e-17
1128,global_zscore,0.0
1129,raw,2.220446049250313e-16
1129,min_shift,2.220446049250313e-16
1129,row_zscore,1.1102230246251565e-16
1129,row_mad,0.0
1129,row_rank,0.0
1129,global_zscore,1.1102230246251565e-16
1130,raw,0.0
1130,min_shift,0.0
1130,row_zscore,5.551115123125783e-17
1130,row_mad,0.0
1130,row_rank,0.0
1130,global_zscore,5.551115123125783e-17
1131,raw,0.0
1131,min_shift,0.0
1131,row_zscore,0.0
1131,row_mad,0.0
1131,row_rank,0.0
1131,global_zscore,0.0
1132,raw,0.0
1132,min_shift,0.0
1132,row_zscore,5.551115123125783e-17
1132,row_mad,2.7755575615628914e-17
1132,row_rank,2.7755575615628914e-17
1132,global_zscore,0.0
1133,raw,0.0
1133,min_shift,0.0
1133,row_zscore,2.7755575615628914e-17
1133,row_mad,0.0
1133,row_rank,5.551115123125783e-17
1133,global_zscore,1.1102230246251565e-16
1134,raw,0.0
1134,min_shift,0.0
1134,row_zscore,5.551115123125783e-17
1134,row_mad,0.0
1134,row_rank,0.0
1134,global_zscore,0.0
1135,raw,5.551115123125783e-17
1135,min_shift,5.551115123125783e-17
1135,row_zscore,5.551115123125783e-17
1135,row_mad,1.1102230246251565e-16
1135,row_rank,0.0
1135,global_zscore,0.0
1136,raw,0.0
1136,min_shift,0.0
1136,row_zscore,5.551115123125783e-17
1136,row_mad,0.0
1136,row_rank,0.0
1136,global_zscore,0.0
1137,raw,0.0
1137,min_shift,0.0
1137,row_zscore,0.0
1137,row_mad,2.220446049250313e-16
1137,row_rank,0.0
1137,global_zscore,0.0
1138,raw,0.0
1138,min_shift,0.0
1138,row_zscore,2.7755575615628914e-17
1138,row_mad,0.0
1138,row_rank,2.7755575615628914e-17
1138,global_zscore,0.0
1139,raw,0.0
1139,min_shift,0.0
1139,row_zscore,1.1102230246251565e-16
1139,row_mad,0.0
1139,row_rank,5.551115123125783e-17
1139,global_zscore,0.0
1140,raw,5.551115123125783e-17
1140,min_shift,5.551115123125783e-17
1140,row_zscore,8.326672684688674e-17
1140,row_mad,0.0
1140,row_rank,5.551115123125783e-17
1140,global_zscore,5.551115123125783e-17
1141,raw,0.0
1141,min_shift,0.0
1141,row_zscore,0.0
1141,row_mad,0.0
1141,row_rank,5.551115123125783e-17
1141,global_zscore,0.0
1142,raw,0.0
1142,min_shift,0.0
1142,row_zscore,1.1102230246251565e-16
1142,row_mad,0.0
1142,row_rank,0.0
1142,global_zscore,0.0
1143,raw,0.0
1143,min_shift,0.0
1143,row_zscore,1.6653345369377348e-16
1143,row_mad,2.7755575615628914e-17
1143,row_rank,0.0
1143,global_zscore,0.0
1144,raw,5.551115123125783e-17
1144,min_shift,5.551115123125783e-17
1144,row_zscore,0.0
1144,row_mad,1.1102230246251565e-16
1144,row_rank,0.0
1144,global_zscore,0.0
1145,raw,5.551115123125783e-17
1145,min_shift,5.551115123125783e-17
1145,row_zscore,0.0
1145,row_mad,1.1102230246251565e-16
1145,row_rank,5.551115123125783e-17
1145,global_zscore,1.1102230246251565e-16
1146,raw,1.1102230246251565e-16
1146,min_shift,1.1102230246251565e-16
1146,row_zscore,5.551115123125783e-17
1146,row_mad,0.0
1146,row_rank,0.0
1146,global_zscore,5.551115123125783e-17
1147,raw,0.0
1147,min_shift,0.0
1147,row_zscore,1.1102230246251565e-16
1147,row_mad,0.0
1147,row_rank,5.551115123125783e-17
1147,global_zscore,0.0
1148,raw,1.1102230246251565e-16
1148,min_shift,1.1102230246251565e-16
1148,row_zscore,4.163336342344337e-17
1148,row_mad,0.0
1148,row_rank,5.551115123125783e-17
1148,global_zscore,0.0
1149,raw,0.0
1149,min_shift,0.0
1149,row_zscore,0.0
1149,row_mad,2.7755575615628914e-17
1149,row_rank,5.551115123125783e-17
1149,global_zscore,0.0
1150,raw,0.0
1150,min_shift,0.0
1150,row_zscore,2.7755575615628914e-17
1150,row_mad,0.0
1150,row_rank,5.551115123125783e-17
1150,global_zscore,0.0
1151,raw,5.551115123125783e-17
1151,min_shift,5.551115123125783e-17
1151,row_zscore,2.7755575615628914e-17
1151,row_mad,1.1102230246251565e-16
1151,row_rank,0.0
1151,global_zscore,0.0
1152,raw,0.0
1152,min_shift,0.0
1152,row_zscore,1.6653345369377348e-16
1152,row_mad,0.0
1152,row_rank,0.0
1152,global_zscore,0.0
1153,raw,0.0
1153,min_shift,0.0
1153,row_zscore,0.0
1153,row_mad,0.0
1153,row_rank,0.0
1153,global_zscore,0.0
1154,raw,0.0
1154,min_shift,0.0
1154,row_zscore,5.551115123125783e-17
1154,row_mad,5.551115123125783e-17
1154,row_rank,2.7755575615628914e-17
1154,global_zscore,2.7755575615628914e-17
1155,raw,0.0
1155,min_shift,0.0
1155,row_zscore,0.0
1155,row_mad,0.0
1155,row_rank,0.0
1155,global_zscore,0.0
1156,raw,5.551115123125783e-17
1156,min_shift,5.551115123125783e-17
1156,row_zscore,5.551115123125783e-17
1156,row_mad,0.0
1156,row_rank,0.0
1156,global_zscore,0.0
1157,raw,1.1102230246251565e-16
1157,min_shift,1.1102230246251565e-16
1157,row_zscore,1.1102230246251565e-16
1157,row_mad,0.0
1157,row_rank,0.0
1157,global_zscore,0.0
1158,raw,1.1102230246251565e-16
1158,min_shift,1.1102230246251565e-16
1158,row_zscore,0.0
1158,row_mad,1.1102230246251565e-16
1158,row_rank,0.0
1158,global_zscore,0.0
1159,raw,0.0
1159,min_shift,0.0
1159,row_zscore,0.0
1159,row_mad,0.0
1159,row_rank,0.0
1159,global_zscore,5.551115123125783e-17
1160,raw,1.1102230246251565e-16
1160,min_shift,1.1102230246251565e-16
1160,row_zscore,2.220446049250313e-16
1160,row_mad,0.0
1160,row_rank,0.0
1160,global_zscore,1.1102230246251565e-16
1161,raw,0.0
1161,min_shift,0.0
1161,row_zscore,0.0
1161,row_mad,0.0
1161,row_rank,0.0
1161,global_zscore,0.0
1162,raw,2.7755575615628914e-17
1162,min_shift,2.7755575615628914e-17
1162,row_zscore,0.0
1162,row_mad,2.7755575615628914e-17
1162,row_rank,2.7755575615628914e-17
1162,global_zscore,0.0
1163,raw,1.1102230246251565e-16
1163,min_shift,1.1102230246251565e-16
1163,row_zscore,5.551115123125783e-17
1163,row_mad,0.0
1163,row_rank,0.0
1163,global_zscore,0.0
1164,raw,0.0
1164,min_shift,0.0
1164,row_zscore,0.0
1164,row_mad,0.0
1164,row_rank,0.0
1164,global_zscore,0.0
1165,raw,0.0
1165,min_shift,0.0
1165,row_zscore,0.0
1165,row_mad,1.1102230246251565e-16
1165,row_rank,0.0
1165,global_zscore,0.0
1166,raw,5.551115123125783e-17
1166,min_shift,5.551115123125783e-17
1166,row_zscore,0.0
1166,row_mad,0.0
1166,row_rank,5.551115123125783e-17
1166,global_zscore,0.0
1167,raw,0.0
1167,min_shift,0.0
1167,row_zscore,1.1102230246251565e-16
1167,row_mad,5.551115123125783e-17
1167,row_rank,5.551115123125783e-17
1167,global_zscore,0.0
1168,raw,0.0
1168,min_shift,0.0
1168,row_zscore,5.551115123125783e-17
1168,row_mad,0.0
1168,row_rank,0.0
1168,global_zscore,0.0
1169,raw,0.0
1169,min_shift,0.0
1169,row_zscore,5.551115123125783e-17
1169,row_mad,0.0
1169,row_rank,0.0
1169,global_zscore,0.0
1170,raw,0.0
1170,min_shift,0.0
1170,row_zscore,0.0
1170,row_mad,1.1102230246251565e-16
1170,row_rank,0.0
1170,global_zscore,1.1102230246251565e-16
1171,raw,0.0
1171,min_shift,0.0
1171,row_zscore,5.551115123125783e-17
1171,row_mad,5.551115123125783e-17
1171,row_rank,0.0
1171,global_zscore,5.551115123125783e-17
1172,raw,0.0
1172,min_shift,0.0
1172,row_zscore,0.0
1172,row_mad,0.0
1172,row_rank,0.0
1172,global_zscore,0.0
1173,raw,0.0
1173,min_shift,0.0
1173,row_zscore,1.1102230246251565e-16
1173,row_mad,3.3306690738754696e-16
1173,row_rank,0.0
1173,global_zscore,0.0
1174,raw,5.551115123125783e-17
1174,min_shift,5.551115123125783e-17
1174,row_zscore,2.7755575615628914e-17
1174,row_mad,1.1102230246251565e-16
1174,row_rank,5.551115123125783e-17
1174,global_zscore,0.0
1175,raw,0.0
1175,min_shift,0.0
1175,row_zscore,0.0
1175,row_mad,0.0
1175,row_rank,0.0
1175,global_zscore,1.1102230246251565e-16
1176,raw,0.0
1176,min_shift,0.0
1176,row_zscore,2.7755575615628914e-17
1176,row_mad,1.1102230246251565e-16
1176,row_rank,0.0
1176,global_zscore,0.0
1177,raw,1.1102230246251565e-16
1177,min_shift,1.1102230246251565e-16
1177,row_zscore,1.3877787807814457e-17
1177,row_mad,0.0
1177,row_rank,0.0
1177,global_zscore,1.1102230246251565e-16
1178,raw,0.0
1178,min_shift,0.0
1178,row_zscore,1.1102230246251565e-16
1178,row_mad,0.0
1178,row_rank,2.7755575615628914e-17
1178,global_zscore,5.551115123125783e-17
1179,raw,0.0
1179,min_shift,0.0
1179,row_zscore,1.6653345369377348e-16
1179,row_mad,5.551115123125783e-17
1179,row_rank,2.7755575615628914e-17
1179,global_zscore,5.551115123125783e-17
1180,raw,0.0
1180,min_shift,0.0
1180,row_zscore,0.0
1180,row_mad,0.0
1180,row_rank,0.0
1180,global_zscore,0.0
1181,raw,5.551115123125783e-17
1181,min_shift,5.551115123125783e-17
1181,row_zscore,0.0
1181,row_mad,1.1102230246251565e-16
1181,row_rank,0.0
1181,global_zscore,0.0
1182,raw,2.7755575615628914e-17
1182,min_shift,2.7755575615628914e-17
1182,row_zscore,5.551115123125783e-17
1182,row_mad,0.0
1182,row_rank,0.0
1182,global_zscore,0.0
1183,raw,1.1102230246251565e-16
1183,min_shift,1.1102230246251565e-16
1183,row_zscore,1.1102230246251565e-16
1183,row_mad,1.1102230246251565e-16
1183,row_rank,5.551115123125783e-17
1183,global_zscore,1.1102230246251565e-16
1184,raw,0.0
1184,min_shift,0.0
1184,row_zscore,2.7755575615628914e-17
1184,row_mad,5.551115123125783e-17
1184,row_rank,2.7755575615628914e-17
1184,global_zscore,5.551115123125783e-17
1185,raw,2.7755575615628914e-17
1185,min_shift,2.7755575615628914e-17
1185,row_zscore,5.551115123125783e-17
1185,row_mad,0.0
1185,row_rank,2.7755575615628914e-17
1185,global_zscore,2.7755575615628914e-17
1186,raw,0.0
1186,min_shift,0.0
1186,row_zscore,1.1102230246251565e-16
1186,row_mad,0.0
1186,row_rank,0.0
1186,global_zscore,0.0
1187,raw,0.0
1187,min_shift,0.0
1187,row_zscore,2.7755575615628914e-17
1187,row_mad,0.0
1187,row_rank,2.7755575615628914e-17
1187,global_zscore,0.0
1188,raw,0.0
1188,min_shift,0.0
1188,row_zscore,0.0
1188,row_mad,0.0
1188,row_rank,0.0
1188,global_zscore,0.0
1189,raw,1.1102230246251565e-16
1189,min_shift,1.1102230246251565e-16
1189,row_zscore,5.551115123125783e-17
1189,row_mad,2.220446049250313e-16
1189,row_rank,0.0
1189,global_zscore,0.0
1190,raw,0.0
1190,min_shift,0.0
1190,row_zscore,1.3877787807814457e-17
1190,row_mad,0.0
1190,row_rank,0.0
1190,global_zscore,2.7755575615628914e-17
1191,raw,0.0
1191,min_shift,0.0
1191,row_zscore,5.551115123125783e-17
1191,row_mad,0.0
1191,row_rank,5.551115123125783e-17
1191,global_zscore,0.0
1192,raw,0.0
1192,min_shift,0.0
1192,row_zscore,5.551115123125783e-17
1192,row_mad,0.0
1192,row_rank,0.0
1192,global_zscore,5.551115123125783e-17
1193,raw,0.0
1193,min_shift,0.0
1193,row_zscore,0.0
1193,row_mad,0.0
1193,row_rank,0.0
1193,global_zscore,0.0
1194,raw,0.0
1194,min_shift,0.0
1194,row_zscore,1.1102230246251565e-16
1194,row_mad,0.0
1194,row_rank,2.7755575615628914e-17
1194,global_zscore,1.3877787807814457e-17
1195,raw,5.551115123125783e-17
1195,min_shift,5.551115123125783e-17
1195,row_zscore,5.551115123125783e-17
1195,row_mad,0.0
1195,row_rank,0.0
1195,global_zscore,5.551115123125783e-17
1196,raw,0.0
1196,min_shift,0.0
1196,row_zscore,1.1102230246251565e-16
1196,row_mad,2.220446049250313e-16
1196,row_rank,5.551115123125783e-17
1196,global_zscore,0.0
1197,raw,0.0
1197,min_shift,0.0
1197,row_zscore,0.0
1197,row_mad,0.0
1197,row_rank,0.0
1197,global_zscore,0.0
1198,raw,0.0
1198,min_shift,0.0
1198,row_zscore,5.551115123125783e-17
1198,row_mad,5.551115123125783e-17
1198,row_rank,0.0
1198,global_zscore,0.0
1199,raw,0.0
1199,min_shift,0.0
1199,row_zscore,5.551115123125783e-17
1199,row_mad,0.0
1199,row_rank,0.0
1199,global_zscore,0.0
1200,raw,0.0
1200,min_shift,0.0
1200,row_zscore,2.0816681711721685e-17
1200,row_mad,0.0
1200,row_rank,0.0
1200,global_zscore,0.0
1201,raw,0.0
1201,min_shift,0.0
1201,row_zscore,1.3877787807814457e-17
1201,row_mad,0.0
1201,row_rank,0.0
1201,global_zscore,0.0
1202,raw,5.551115123125783e-17
1202,min_shift,5.551115123125783e-17
1202,row_zscore,2.7755575615628914e-17
1202,row_mad,5.551115123125783e-17
1202,row_rank,0.0
1202,global_zscore,5.551115123125783e-17
1203,raw,1.1102230246251565e-16
1203,min_shift,1.1102230246251565e-16
1203,row_zscore,0.0
1203,row_mad,0.0
1203,row_rank,2.7755575615628914e-17
1203,global_zscore,0.0
1204,raw,5.551115123125783e-17
1204,min_shift,5.551115123125783e-17
1204,row_zscore,1.1102230246251565e-16
1204,row_mad,0.0
1204,row_rank,0.0
1204,global_zscore,0.0
1205,raw,0.0
1205,min_shift,0.0
1205,row_zscore,0.0
1205,row_mad,1.1102230246251565e-16
1205,row_rank,0.0
1205,global_zscore,0.0
1206,raw,0.0
1206,min_shift,0.0
1206,row_zscore,1.1102230246251565e-16
1206,row_mad,1.1102230246251565e-16
1206,row_rank,0.0
1206,global_zscore,1.1102230246251565e-16
1207,raw,0.0
1207,min_shift,0.0
1207,row_zscore,0.0
1207,row_mad,0.0
1207,row_rank,0.0
1207,global_zscore,0.0
1208,raw,0.0
1208,min_shift,0.0
1208,row_zscore,2.7755575615628914e-17
1208,row_mad,0.0
1208,row_rank,0.0
1208,global_zscore,0.0
1209,raw,5.551115123125783e-17
1209,min_shift,5.551115123125783e-17
1209,row_zscore,5.551115123125783e-17
1209,row_mad,0.0
1209,row_rank,0.0
1209,global_zscore,0.0
1210,raw,0.0
1210,min_shift,0.0
1210,row_zscore,5.551115123125783e-17
1210,row_mad,0.0
1210,row_rank,0.0
1210,global_zscore,5.551115123125783e-17
1211,raw,2.7755575615628914e-17
1211,min_shift,2.7755575615628914e-17
1211,row_zscore,5.551115123125783e-17
1211,row_mad,5.551115123125783e-17
1211,row_rank,2.7755575615628914e-17
1211,global_zscore,0.0
1212,raw,5.551115123125783e-17
1212,min_shift,5.551115123125783e-17
1212,row_zscore,2.0816681711721685e-17
1212,row_mad,0.0
1212,row_rank,0.0
1212,global_zscore,0.0
1213,raw,0.0
1213,min_shift,0.0
1213,row_zscore,2.7755575615628914e-17
1213,row_mad,5.551115123125783e-17
1213,row_rank,2.7755575615628914e-17
1213,global_zscore,0.0
1214,raw,0.0
1214,min_shift,0.0
1214,row_zscore,1.3877787807814457e-17
1214,row_mad,1.1102230246251565e-16
1214,row_rank,5.551115123125783e-17
1214,global_zscore,0.0
1215,raw,5.551115123125783e-17
1215,min_shift,5.551115123125783e-17
1215,row_zscore,5.551115123125783e-17
1215,row_mad,1.1102230246251565e-16
1215,row_rank,0.0
1215,global_zscore,5.551115123125783e-17
1216,raw,0.0
1216,min_shift,0.0
1216,row_zscore,2.7755575615628914e-17
1216,row_mad,0.0
1216,row_rank,2.7755575615628914e-17
1216,global_zscore,0.0
1217,raw,0.0
1217,min_shift,0.0
1217,row_zscore,5.551115123125783e-17
1217,row_mad,5.551115123125783e-17
1217,row_rank,0.0
1217,global_zscore,5.551115123125783e-17
1218,raw,0.0
1218,min_shift,0.0
1218,row_zscore,1.1102230246251565e-16
1218,row_mad,1.3877787807814457e-17
1218,row_rank,0.0
1218,global_zscore,0.0
1219,raw,5.551115123125783e-17
1219,min_shift,5.551115123125783e-17
1219,row_zscore,0.0
1219,row_mad,1.1102230246251565e-16
1219,row_rank,5.551115123125783e-17
1219,global_zscore,1.1102230246251565e-16
1220,raw,0.0
1220,min_shift,0.0
1220,row_zscore,2.7755575615628914e-17
1220,row_mad,1.1102230246251565e-16
1220,row_rank,5.551115123125783e-17
1220,global_zscore,0.0
1221,raw,0.0
1221,min_shift,0.0
1221,row_zscore,1.1102230246251565e-16
1221,row_mad,1.1102230246251565e-16
1221,row_rank,0.0
1221,global_zscore,0.0
1222,raw,5.551115123125783e-17
1222,min_shift,5.551115123125783e-17
1222,row_zscore,5.551115123125783e-17
1222,row_mad,1.734723475976807e-18
1222,row_rank,0.0
1222,global_zscore,0.0
1223,raw,0.0
1223,min_shift,0.0
1223,row_zscore,5.551115123125783e-17
1223,row_mad,0.0
1223,row_rank,2.7755575615628914e-17
1223,global_zscore,5.551115123125783e-17
1224,raw,0.0
1224,min_shift,0.0
1224,row_zscore,0.0
1224,row_mad,0.0
1224,row_rank,0.0
1224,global_zscore,0.0
1225,raw,0.0
1225,min_shift,0.0
1225,row_zscore,0.0
1225,row_mad,0.0
1225,row_rank,0.0
1225,global_zscore,5.551115123125783e-17
1226,raw,2.7755575615628914e-17
1226,min_shift,2.7755575615628914e-17
1226,row_zscore,2.7755575615628914e-17
1226,row_mad,0.0
1226,row_rank,0.0
1226,global_zscore,5.551115123125783e-17
1227,raw,5.551115123125783e-17
1227,min_shift,5.551115123125783e-17
1227,row_zscore,2.7755575615628914e-17
1227,row_mad,0.0
1227,row_rank,2.7755575615628914e-17
1227,global_zscore,5.551115123125783e-17
1228,raw,0.0
1228,min_shift,0.0
1228,row_zscore,2.7755575615628914e-17
1228,row_mad,1.1102230246251565e-16
1228,row_rank,0.0
1228,global_zscore,0.0
1229,raw,0.0
1229,min_shift,0.0
1229,row_zscore,5.551115123125783e-17
1229,row_mad,5.551115123125783e-17
1229,row_rank,0.0
1229,global_zscore,0.0
1230,raw,0.0
1230,min_shift,0.0
1230,row_zscore,1.1102230246251565e-16
1230,row_mad,5.551115123125783e-17
1230,row_rank,5.551115123125783e-17
1230,global_zscore,5.551115123125783e-17
1231,raw,5.551115123125783e-17
1231,min_shift,5.551115123125783e-17
1231,row_zscore,1.3877787807814457e-17
1231,row_mad,0.0
1231,row_rank,0.0
1231,global_zscore,0.0
1232,raw,0.0
1232,min_shift,0.0
1232,row_zscore,1.1102230246251565e-16
1232,row_mad,0.0
1232,row_rank,0.0
1232,global_zscore,0.0
1233,raw,0.0
1233,min_shift,0.0
1233,row_zscore,0.0
1233,row_mad,0.0
1233,row_rank,0.0
1233,global_zscore,1.1102230246251565e-16
1234,raw,0.0
1234,min_shift,0.0
1234,row_zscore,5.551115123125783e-17
1234,row_mad,0.0
1234,row_rank,0.0
1234,global_zscore,2.7755575615628914e-17
1235,raw,0.0
1235,min_shift,0.0
1235,row_zscore,0.0
1235,row_mad,0.0
1235,row_rank,0.0
1235,global_zscore,0.0
1236,raw,0.0
1236,min_shift,0.0
1236,row_zscore,4.163336342344337e-17
1236,row_mad,0.0
1236,row_rank,0.0
1236,global_zscore,0.0
1237,raw,0.0
1237,min_shift,0.0
1237,row_zscore,1.3877787807814457e-17
1237,row_mad,0.0
1237,row_rank,0.0
1237,global_zscore,0.0
1238,raw,1.1102230246251565e-16
1238,min_shift,1.1102230246251565e-16
1238,row_zscore,0.0
1238,row_mad,0.0
1238,row_rank,0.0
1238,global_zscore,5.551115123125783e-17
1239,raw,5.551115123125783e-17
1239,min_shift,5.551115123125783e-17
1239,row_zscore,0.0
1239,row_mad,0.0
1239,row_rank,2.7755575615628914e-17
1239,global_zscore,5.551115123125783e-17
1240,raw,1.1102230246251565e-16
1240,min_shift,1.1102230246251565e-16
1240,row_zscore,5.551115123125783e-17
1240,row_mad,0.0
1240,row_rank,5.551115123125783e-17
1240,global_zscore,0.0
1241,raw,0.0
1241,min_shift,0.0
1241,row_zscore,1.6653345369377348e-16
1241,row_mad,0.0
1241,row_rank,0.0
1241,global_zscore,5.551115123125783e-17
1242,raw,0.0
1242,min_shift,0.0
1242,row_zscore,5.551115123125783e-17
1242,row_mad,5.551115123125783e-17
1242,row_rank,2.7755575615628914e-17
1242,global_zscore,2.7755575615628914e-17
1243,raw,0.0
1243,min_shift,0.0
1243,row_zscore,0.0
1243,row_mad,0.0
1243,row_rank,0.0
1243,global_zscore,0.0
1244,raw,0.0
1244,min_shift,0.0
1244,row_zscore,2.7755575615628914e-17
1244,row_mad,0.0
1244,row_rank,5.551115123125783e-17
1244,global_zscore,0.0
1245,raw,5.551115123125783e-17
1245,min_shift,5.551115123125783e-17
1245,row_zscore,8.326672684688674e-17
1245,row_mad,0.0
1245,row_rank,5.551115123125783e-17
1245,global_zscore,5.551115123125783e-17
1246,raw,0.0
1246,min_shift,0.0
1246,row_zscore,5.551115123125783e-17
1246,row_mad,5.551115123125783e-17
1246,row_rank,2.7755575615628914e-17
1246,global_zscore,0.0
1247,raw,0.0
1247,min_shift,0.0
1247,row_zscore,1.1102230246251565e-16
1247,row_mad,2.220446049250313e-16
1247,row_rank,0.0
1247,global_zscore,0.0
1248,raw,0.0
1248,min_shift,0.0
1248,row_zscore,5.551115123125783e-17
1248,row_mad,1.1102230246251565e-16
1248,row_rank,0.0
1248,global_zscore,0.0
1249,raw,0.0
1249,min_shift,0.0
1249,row_zscore,4.163336342344337e-17
1249,row_mad,1.1102230246251565e-16
1249,row_rank,2.7755575615628914e-17
1249,global_zscore,0.0
1250,raw,0.0
1250,min_shift,0.0
1250,row_zscore,0.0
1250,row_mad,2.7755575615628914e-17
1250,row_rank,2.7755575615628914e-17
1250,global_zscore,0.0
1251,raw,0.0
1251,min_shift,0.0
1251,row_zscore,0.0
1251,row_mad,0.0
1251,row_rank,2.7755575615628914e-17
1251,global_zscore,1.1102230246251565e-16
1252,raw,0.0
1252,min_shift,0.0
1252,row_zscore,5.551115123125783e-17
1252,row_mad,0.0
1252,row_rank,2.7755575615628914e-17
1252,global_zscore,0.0
1253,raw,0.0
1253,min_shift,0.0
1253,row_zscore,0.0
1253,row_mad,0.0
1253,row_rank,0.0
1253,global_zscore,0.0
1254,raw,0.0
1254,min_shift,0.0
1254,row_zscore,0.0
1254,row_mad,0.0
1254,row_rank,2.7755575615628914e-17
1254,global_zscore,1.1102230246251565e-16
1255,raw,5.551115123125783e-17
1255,min_shift,5.551115123125783e-17
1255,row_zscore,0.0
1255,row_mad,0.0
1255,row_rank,2.7755575615628914e-17
1255,global_zscore,5.551115123125783e-17
1256,raw,0.0
1256,min_shift,0.0
1256,row_zscore,1.1102230246251565e-16
1256,row_mad,2.220446049250313e-16
1256,row_rank,2.7755575615628914e-17
1256,global_zscore,1.3877787807814457e-17
1257,raw,0.0
1257,min_shift,0.0
1257,row_zscore,0.0
1257,row_mad,0.0
1257,row_rank,0.0
1257,global_zscore,0.0
1258,raw,0.0
1258,min_shift,0.0
1258,row_zscore,5.551115123125783e-17
1258,row_mad,0.0
1258,row_rank,2.7755575615628914e-17
1258,global_zscore,5.551115123125783e-17
1259,raw,0.0
1259,min_shift,0.0
1259,row_zscore,0.0
1259,row_mad,0.0
1259,row_rank,2.7755575615628914e-17
1259,global_zscore,2.7755575615628914e-17
1260,raw,0.0
1260,min_shift,0.0
1260,row_zscore,0.0
1260,row_mad,0.0
1260,row_rank,0.0
1260,global_zscore,0.0
1261,raw,5.551115123125783e-17
1261,min_shift,5.551115123125783e-17
1261,row_zscore,5.551115123125783e-17
1261,row_mad,0.0
1261,row_rank,0.0
1261,global_zscore,0.0
1262,raw,2.7755575615628914e-17
1262,min_shift,2.7755575615628914e-17
1262,row_zscore,1.3877787807814457e-17
1262,row_mad,5.551115123125783e-17
1262,row_rank,2.7755575615628914e-17
1262,global_zscore,0.0
1263,raw,0.0
1263,min_shift,0.0
1263,row_zscore,0.0
1263,row_mad,0.0
1263,row_rank,0.0
1263,global_zscore,5.551115123125783e-17
1264,raw,0.0
1264,min_shift,0.0
1264,row_zscore,1.1102230246251565e-16
1264,row_mad,1.1102230246251565e-16
1264,row_rank,0.0
1264,global_zscore,0.0
1265,raw,0.0
1265,min_shift,0.0
1265,row_zscore,0.0
1265,row_mad,0.0
1265,row_rank,5.551115123125783e-17
1265,global_zscore,0.0
1266,raw,0.0
1266,min_shift,0.0
1266,row_zscore,0.0
1266,row_mad,1.1102230246251565e-16
1266,row_rank,5.551115123125783e-17
1266,global_zscore,0.0
1267,raw,0.0
