sample_index,score,absolute_log_odds_change,violated_extension_stability
91,row_rank,0.08333333333333348,True
91,global_zscore,0.19235756828506312,True
92,raw,0.0,False
92,min_shift,0.0,False
92,row_zscore,0.34957844070521027,True
92,row_mad,0.29416064458640623,True
92,row_rank,0.06060606060606094,True
92,global_zscore,0.12577903315196615,True
93,raw,0.0,False
93,min_shift,0.0,False
93,row_zscore,0.2335877246066247,True
93,row_mad,0.1128617626593249,True
93,row_rank,0.07142857142857129,True
93,global_zscore,0.28923287764711114,True
94,raw,2.220446049250313e-16,False
94,min_shift,2.220446049250313e-16,False
94,row_zscore,0.13747110343801783,True
94,row_mad,0.4458437109256852,True
94,row_rank,0.1250000000000001,True
94,global_zscore,0.02007891834106612,True
95,raw,2.220446049250313e-16,False
95,min_shift,2.220446049250313e-16,False
95,row_zscore,0.18728009142468016,True
95,row_mad,0.20962204270609286,True
95,row_rank,0.17142857142857149,True
95,global_zscore,0.042800213155782085,True
96,raw,0.0,False
96,min_shift,0.0,False
96,row_zscore,0.6105478756041397,True
96,row_mad,0.4640447704716113,True
96,row_rank,0.13333333333333344,True
96,global_zscore,0.3432645044032916,True
97,raw,0.0,False
97,min_shift,0.0,False
97,row_zscore,0.22841086413349343,True
97,row_mad,4.192258804130418,True
97,row_rank,0.04999999999999993,True
97,global_zscore,0.043168210749736424,True
98,raw,2.220446049250313e-16,False
98,min_shift,2.220446049250313e-16,False
98,row_zscore,0.6202401436278138,True
98,row_mad,1.0270604168230002,True
98,row_rank,0.16666666666666669,True
98,global_zscore,0.22858667474352967,True
99,raw,4.440892098500626e-16,False
99,min_shift,4.440892098500626e-16,False
99,row_zscore,1.1955592914042923,True
99,row_mad,6.72292968641352,True
99,row_rank,0.08571428571428552,True
99,global_zscore,0.607312029280024,True
100,raw,1.249000902703301e-16,False
100,min_shift,1.249000902703301e-16,False
100,row_zscore,0.021031619872005428,True
100,row_mad,0.17555914130589645,True
100,row_rank,0.05000000000000021,True
100,global_zscore,0.0006485063953863557,True
101,raw,0.0,False
101,min_shift,0.0,False
101,row_zscore,1.8945154971331573,True
101,row_mad,2.1345773074603462,True
101,row_rank,0.222222222222222,True
101,global_zscore,0.3931296217927527,True
