sample_index,score,scale,offset,probability_total_variation,maximum_probability_error
6,min_shift,0.8104064540043385,-2.1373741090110676,0.07258331350347612,0.05549867478918141
6,row_zscore,0.8104064540043385,-2.1373741090110676,4.163336342344337e-17,5.551115123125783e-17
6,row_mad,0.8104064540043385,-2.1373741090110676,2.437286483747414e-16,2.220446049250313e-16
6,row_rank,0.8104064540043385,-2.1373741090110676,0.0,0.0
6,global_zscore,0.8104064540043385,-2.1373741090110676,1.5959455978986625e-16,1.6653345369377348e-16
7,raw,2.378205548588561,-2.5948016255391133,0.2456455397544695,0.16987791913757982
7,min_shift,2.378205548588561,-2.5948016255391133,0.2456455397544695,0.16987791913757982
7,row_zscore,2.378205548588561,-2.5948016255391133,6.505213034913027e-17,5.551115123125783e-17
7,row_mad,2.378205548588561,-2.5948016255391133,6.505213034913027e-17,2.7755575615628914e-17
7,row_rank,2.378205548588561,-2.5948016255391133,0.0,0.0
7,global_zscore,2.378205548588561,-2.5948016255391133,6.418476861114186e-17,2.7755575615628914e-17
8,raw,2.7567635785273024,1.703229622007905,0.43845509564342927,0.4384550956434291
8,min_shift,2.7567635785273024,1.703229622007905,0.43845509564342927,0.4384550956434291
8,row_zscore,2.7567635785273024,1.703229622007905,9.280770596475918e-17,1.1102230246251565e-16
8,row_mad,2.7567635785273024,1.703229622007905,1.3010426069826053e-18,2.6020852139652106e-18
8,row_rank,2.7567635785273024,1.703229622007905,0.0,0.0
8,global_zscore,2.7567635785273024,1.703229622007905,5.551115123125783e-17,6.938893903907228e-17
9,raw,3.7027161235249793,-2.2358973024041173,0.38654399524484656,0.3865439952448465
9,min_shift,3.7027161235249793,-2.2358973024041173,0.38654399524484656,0.3865439952448465
9,row_zscore,3.7027161235249793,-2.2358973024041173,2.2551405187698492e-17,2.42861286636753e-17
9,row_mad,3.7027161235249793,-2.2358973024041173,2.168404344971009e-17,2.7755575615628914e-17
9,row_rank,3.7027161235249793,-2.2358973024041173,0.0,0.0
9,global_zscore,3.7027161235249793,-2.2358973024041173,2.7755575615628914e-17,5.551115123125783e-17
10,raw,0.5744978677434818,0.6146399451994764,0.09441321712201622,0.05093329199737753
10,min_shift,0.5744978677434818,0.6146399451994764,0.09441321712201622,0.05093329199737753
10,row_zscore,0.5744978677434818,0.6146399451994764,9.71445146547012e-17,5.551115123125783e-17
10,row_mad,0.5744978677434818,0.6146399451994764,8.370040771588094e-17,1.1102230246251565e-16
10,row_rank,0.5744978677434818,0.6146399451994764,0.0,0.0
10,global_zscore,0.5744978677434818,0.6146399451994764,4.163336342344337e-17,2.7755575615628914e-17
11,raw,0.9790878244453929,-1.6291991917585533,0.008017891771417348,0.00801789177141743
11,min_shift,0.9790878244453929,-1.6291991917585533,0.008017891771417348,0.00801789177141743
11,row_zscore,0.9790878244453929,-1.6291991917585533,1.1622647289044608e-16,1.1102230246251565e-16
11,row_mad,0.9790878244453929,-1.6291991917585533,5.204170427930421e-17,5.551115123125783e-17
11,row_rank,0.9790878244453929,-1.6291991917585533,0.0,0.0
11,global_zscore,0.9790878244453929,-1.6291991917585533,5.551115123125783e-17,1.1102230246251565e-16
12,raw,0.58074374342913,0.4713991525908323,0.18413203283048551,0.12655953913959
12,min_shift,0.58074374342913,0.4713991525908323,0.18413203283048551,0.12655953913959
12,row_zscore,0.58074374342913,0.4713991525908323,2.7755575615628914e-17,2.7755575615628914e-17
12,row_mad,0.58074374342913,0.4713991525908323,1.3183898417423734e-16,8.326672684688674e-17
12,row_rank,0.58074374342913,0.4713991525908323,0.0,0.0
12,global_zscore,0.58074374342913,0.4713991525908323,2.42861286636753e-17,2.0816681711721685e-17
13,raw,3.1064425818623898,-2.012589856899248,0.2834121698843268,0.2581731657796102
13,min_shift,3.1064425818623898,-2.012589856899248,0.2834121698843268,0.2581731657796102
13,row_zscore,3.1064425818623898,-2.012589856899248,4.85722573273506e-17,4.163336342344337e-17
13,row_mad,3.1064425818623898,-2.012589856899248,0.0,0.0
13,row_rank,3.1064425818623898,-2.012589856899248,0.0,0.0
13,global_zscore,3.1064425818623898,-2.012589856899248,0.0,0.0
14,raw,1.4082519806772538,0.39083511037267904,0.042023636357764085,0.024747197314366934
14,min_shift,1.4082519806772538,0.39083511037267904,0.042023636357764085,0.024747197314366934
14,row_zscore,1.4082519806772538,0.39083511037267904,1.9081958235744878e-17,2.7755575615628914e-17
14,row_mad,1.4082519806772538,0.39083511037267904,2.081668568220882e-16,1.6653345369377348e-16
14,row_rank,1.4082519806772538,0.39083511037267904,0.0,0.0
14,global_zscore,1.4082519806772538,0.39083511037267904,8.326672684688674e-17,5.551115123125783e-17
15,raw,1.0990872398959806,-1.2159578869735512,0.015178322107235406,0.009384061508330932
15,min_shift,1.0990872398959806,-1.2159578869735512,0.015178322107235406,0.009384061508330932
15,row_zscore,1.0990872398959806,-1.2159578869735512,4.5102810375396984e-17,5.551115123125783e-17
15,row_mad,1.0990872398959806,-1.2159578869735512,1.0153553345326749e-16,5.551115123125783e-17
