n,sample_index,model,relation_identical,order_degree_parity_identical,independent_bit_identical_under_coupling,rank_half_bit_identical,moving_threshold_bit_identical,fixed_threshold_bit_identical,fixed_threshold_hamming_fraction
32,241,beta_skew,True,True,True,True,True,False,0.34375
32,242,power_anisotropic,True,True,True,True,True,False,0.40625
32,242,beta_skew,True,True,True,True,True,False,0.5
32,243,power_anisotropic,True,True,True,True,True,False,0.28125
32,243,beta_skew,True,True,True,True,True,False,0.34375
32,244,power_anisotropic,True,True,True,True,True,False,0.375
32,244,beta_skew,True,True,True,True,True,False,0.375
32,245,power_anisotropic,True,True,True,True,True,False,0.125
32,245,beta_skew,True,True,True,True,True,False,0.21875
32,246,power_anisotropic,True,True,True,True,True,False,0.21875
32,246,beta_skew,True,True,True,True,True,False,0.21875
32,247,power_anisotropic,True,True,True,True,True,False,0.40625
32,247,beta_skew,True,True,True,True,True,False,0.46875
32,248,power_anisotropic,True,True,True,True,True,False,0.34375
32,248,beta_skew,True,True,True,True,True,False,0.34375
32,249,power_anisotropic,True,True,True,True,True,False,0.375
32,249,beta_skew,True,True,True,True,True,False,0.40625
32,250,power_anisotropic,True,True,True,True,True,False,0.34375
32,250,beta_skew,True,True,True,True,True,False,0.4375
32,251,power_anisotropic,True,True,True,True,True,False,0.4375
32,251,beta_skew,True,True,True,True,True,False,0.46875
32,252,power_anisotropic,True,True,True,True,True,False,0.34375
32,252,beta_skew,True,True,True,True,True,False,0.5
32,253,power_anisotropic,True,True,True,True,True,False,0.46875
32,253,beta_skew,True,True,True,True,True,False,0.5
32,254,power_anisotropic,True,True,True,True,True,False,0.53125
32,254,beta_skew,True,True,True,True,True,False,0.59375
32,255,power_anisotropic,True,True,True,True,True,False,0.46875
32,255,beta_skew,True,True,True,True,True,False,0.5
32,256,power_anisotropic,True,True,True,True,True,False,0.3125
32,256,beta_skew,True,True,True,True,True,False,0.40625
32,257,power_anisotropic,True,True,True,True,True,False,0.34375
32,257,beta_skew,True,True,True,True,True,False,0.375
32,258,power_anisotropic,True,True,True,True,True,False,0.3125
32,258,beta_skew,True,True,True,True,True,False,0.375
32,259,power_anisotropic,True,True,True,True,True,False,0.5
32,259,beta_skew,True,True,True,True,True,False,0.5625
32,260,power_anisotropic,True,True,True,True,True,False,0.4375
32,260,beta_skew,True,True,True,True,True,False,0.46875
32,261,power_anisotropic,True,True,True,True,True,False,0.34375
32,261,beta_skew,True,True,True,True,True,False,0.375
32,262,power_anisotropic,True,True,True,True,True,False,0.34375
32,262,beta_skew,True,True,True,True,True,False,0.46875
32,263,power_anisotropic,True,True,True,True,True,False,0.40625
32,263,beta_skew,True,True,True,True,True,False,0.4375
32,264,power_anisotropic,True,True,True,True,True,False,0.34375
32,264,beta_skew,True,True,True,True,True,False,0.40625
32,265,power_anisotropic,True,True,True,True,True,False,0.40625
32,265,beta_skew,True,True,True,True,True,False,0.46875
32,266,power_anisotropic,True,True,True,True,True,False,0.375
32,266,beta_skew,True,True,True,True,True,False,0.4375
32,267,power_anisotropic,True,True,True,True,True,False,0.28125
32,267,beta_skew,True,True,True,True,True,False,0.375
32,268,power_anisotropic,True,True,True,True,True,False,0.28125
32,268,beta_skew,True,True,True,True,True,False,0.375
32,269,power_anisotropic,True,True,True,True,True,False,0.28125
32,269,beta_skew,True,True,True,True,True,False,0.34375
32,270,power_anisotropic,True,True,True,True,True,False,0.4375
32,270,beta_skew,True,True,True,True,True,False,0.5
32,271,power_anisotropic,True,True,True,True,True,False,0.25
32,271,beta_skew,True,True,True,True,True,False,0.28125
32,272,power_anisotropic,True,True,True,True,True,False,0.375
32,272,beta_skew,True,True,True,True,True,False,0.4375
32,273,power_anisotropic,True,True,True,True,True,False,0.28125
32,273,beta_skew,True,True,True,True,True,False,0.3125
32,274,power_anisotropic,True,True,True,True,True,False,0.40625
32,274,beta_skew,True,True,True,True,True,False,0.53125
32,275,power_anisotropic,True,True,True,True,True,False,0.28125
32,275,beta_skew,True,True,True,True,True,False,0.3125
32,276,power_anisotropic,True,True,True,True,True,False,0.25
32,276,beta_skew,True,True,True,True,True,False,0.34375
32,277,power_anisotropic,True,True,True,True,True,False,0.3125
32,277,beta_skew,True,True,True,True,True,False,0.375
32,278,power_anisotropic,True,True,True,True,True,False,0.375
32,278,beta_skew,True,True,True,True,True,False,0.46875
32,279,power_anisotropic,True,True,True,True,True,False,0.40625
32,279,beta_skew,True,True,True,True,True,False,0.46875
32,280,power_anisotropic,True,True,True,True,True,False,0.4375
32,280,beta_skew,True,True,True,True,True,False,0.46875
32,281,power_anisotropic,True,True,True,True,True,False,0.28125
32,281,beta_skew,True,True,True,True,True,False,0.375
32,282,power_anisotropic,True,True,True,True,True,False,0.40625
32,282,beta_skew,True,True,True,True,True,False,0.46875
32,283,power_anisotropic,True,True,True,True,True,False,0.15625
32,283,beta_skew,True,True,True,True,True,False,0.1875
32,284,power_anisotropic,True,True,True,True,True,False,0.40625
32,284,beta_skew,True,True,True,True,True,False,0.4375
32,285,power_anisotropic,True,True,True,True,True,False,0.21875
32,285,beta_skew,True,True,True,True,True,False,0.21875
32,286,power_anisotropic,True,True,True,True,True,False,0.53125
32,286,beta_skew,True,True,True,True,True,False,0.53125
32,287,power_anisotropic,True,True,True,True,True,False,0.28125
32,287,beta_skew,True,True,True,True,True,False,0.34375
32,288,power_anisotropic,True,True,True,True,True,False,0.46875
32,288,beta_skew,True,True,True,True,True,False,0.53125
32,289,power_anisotropic,True,True,True,True,True,False,0.34375
32,289,beta_skew,True,True,True,True,True,False,0.4375
32,290,power_anisotropic,True,True,True,True,True,False,0.34375
32,290,beta_skew,True,True,True,True,True,False,0.4375
32,291,power_anisotropic,True,True,True,True,True,False,0.34375
32,291,beta_skew,True,True,True,True,True,False,0.40625
32,292,power_anisotropic,True,True,True,True,True,False,0.40625
32,292,beta_skew,True,True,True,True,True,False,0.40625
32,293,power_anisotropic,True,True,True,True,True,False,0.28125
32,293,beta_skew,True,True,True,True,True,False,0.3125
32,294,power_anisotropic,True,True,True,True,True,False,0.4375
32,294,beta_skew,True,True,True,True,True,False,0.5
32,295,power_anisotropic,True,True,True,True,True,False,0.375
32,295,beta_skew,True,True,True,True,True,False,0.46875
32,296,power_anisotropic,True,True,True,True,True,False,0.3125
32,296,beta_skew,True,True,True,True,True,False,0.34375
32,297,power_anisotropic,True,True,True,True,True,False,0.21875
32,297,beta_skew,True,True,True,True,True,False,0.28125
32,298,power_anisotropic,True,True,True,True,True,False,0.34375
32,298,beta_skew,True,True,True,True,True,False,0.375
32,299,power_anisotropic,True,True,True,True,True,False,0.3125
32,299,beta_skew,True,True,True,True,True,False,0.40625
64,0,power_anisotropic,True,True,True,True,True,False,0.25
64,0,beta_skew,True,True,True,True,True,False,0.296875
64,1,power_anisotropic,True,True,True,True,True,False,0.375
64,1,beta_skew,True,True,True,True,True,False,0.46875
64,2,power_anisotropic,True,True,True,True,True,False,0.328125
64,2,beta_skew,True,True,True,True,True,False,0.390625
64,3,power_anisotropic,True,True,True,True,True,False,0.390625
64,3,beta_skew,True,True,True,True,True,False,0.453125
64,4,power_anisotropic,True,True,True,True,True,False,0.421875
64,4,beta_skew,True,True,True,True,True,False,0.453125
64,5,power_anisotropic,True,True,True,True,True,False,0.46875
64,5,beta_skew,True,True,True,True,True,False,0.515625
64,6,power_anisotropic,True,True,True,True,True,False,0.375
64,6,beta_skew,True,True,True,True,True,False,0.40625
64,7,power_anisotropic,True,True,True,True,True,False,0.34375
64,7,beta_skew,True,True,True,True,True,False,0.359375
64,8,power_anisotropic,True,True,True,True,True,False,0.34375
64,8,beta_skew,True,True,True,True,True,False,0.375
64,9,power_anisotropic,True,True,True,True,True,False,0.3125
64,9,beta_skew,True,True,True,True,True,False,0.40625
64,10,power_anisotropic,True,True,True,True,True,False,0.359375
64,10,beta_skew,True,True,True,True,True,False,0.390625
64,11,power_anisotropic,True,True,True,True,True,False,0.375
64,11,beta_skew,True,True,True,True,True,False,0.390625
64,12,power_anisotropic,True,True,True,True,True,False,0.34375
64,12,beta_skew,True,True,True,True,True,False,0.4375
64,13,power_anisotropic,True,True,True,True,True,False,0.359375
64,13,beta_skew,True,True,True,True,True,False,0.4375
64,14,power_anisotropic,True,True,True,True,True,False,0.28125
64,14,beta_skew,True,True,True,True,True,False,0.34375
64,15,power_anisotropic,True,True,True,True,True,False,0.390625
64,15,beta_skew,True,True,True,True,True,False,0.4375
64,16,power_anisotropic,True,True,True,True,True,False,0.3125
64,16,beta_skew,True,True,True,True,True,False,0.390625
64,17,power_anisotropic,True,True,True,True,True,False,0.34375
64,17,beta_skew,True,True,True,True,True,False,0.4375
64,18,power_anisotropic,True,True,True,True,True,False,0.4375
64,18,beta_skew,True,True,True,True,True,False,0.46875
64,19,power_anisotropic,True,True,True,True,True,False,0.328125
64,19,beta_skew,True,True,True,True,True,False,0.421875
64,20,power_anisotropic,True,True,True,True,True,False,0.328125
64,20,beta_skew,True,True,True,True,True,False,0.453125
64,21,power_anisotropic,True,True,True,True,True,False,0.328125
64,21,beta_skew,True,True,True,True,True,False,0.375
64,22,power_anisotropic,True,True,True,True,True,False,0.28125
64,22,beta_skew,True,True,True,True,True,False,0.34375
64,23,power_anisotropic,True,True,True,True,True,False,0.375
64,23,beta_skew,True,True,True,True,True,False,0.484375
64,24,power_anisotropic,True,True,True,True,True,False,0.375
64,24,beta_skew,True,True,True,True,True,False,0.5
64,25,power_anisotropic,True,True,True,True,True,False,0.421875
64,25,beta_skew,True,True,True,True,True,False,0.4375
64,26,power_anisotropic,True,True,True,True,True,False,0.328125
64,26,beta_skew,True,True,True,True,True,False,0.40625
64,27,power_anisotropic,True,True,True,True,True,False,0.375
64,27,beta_skew,True,True,True,True,True,False,0.421875
64,28,power_anisotropic,True,True,True,True,True,False,0.3125
64,28,beta_skew,True,True,True,True,True,False,0.359375
64,29,power_anisotropic,True,True,True,True,True,False,0.265625
64,29,beta_skew,True,True,True,True,True,False,0.3125
64,30,power_anisotropic,True,True,True,True,True,False,0.296875
64,30,beta_skew,True,True,True,True,True,False,0.359375
64,31,power_anisotropic,True,True,True,True,True,False,0.375
64,31,beta_skew,True,True,True,True,True,False,0.40625
64,32,power_anisotropic,True,True,True,True,True,False,0.234375
64,32,beta_skew,True,True,True,True,True,False,0.28125
64,33,power_anisotropic,True,True,True,True,True,False,0.3125
64,33,beta_skew,True,True,True,True,True,False,0.34375
64,34,power_anisotropic,True,True,True,True,True,False,0.390625
64,34,beta_skew,True,True,True,True,True,False,0.453125
64,35,power_anisotropic,True,True,True,True,True,False,0.328125
64,35,beta_skew,True,True,True,True,True,False,0.34375
64,36,power_anisotropic,True,True,True,True,True,False,0.265625
64,36,beta_skew,True,True,True,True,True,False,0.296875
64,37,power_anisotropic,True,True,True,True,True,False,0.265625
64,37,beta_skew,True,True,True,True,True,False,0.375
64,38,power_anisotropic,True,True,True,True,True,False,0.34375
64,38,beta_skew,True,True,True,True,True,False,0.390625
64,39,power_anisotropic,True,True,True,True,True,False,0.328125
64,39,beta_skew,True,True,True,True,True,False,0.375
64,40,power_anisotropic,True,True,True,True,True,False,0.296875
64,40,beta_skew,True,True,True,True,True,False,0.34375
64,41,power_anisotropic,True,True,True,True,True,False,0.40625
64,41,beta_skew,True,True,True,True,True,False,0.453125
64,42,power_anisotropic,True,True,True,True,True,False,0.375
64,42,beta_skew,True,True,True,True,True,False,0.40625
64,43,power_anisotropic,True,True,True,True,True,False,0.453125
64,43,beta_skew,True,True,True,True,True,False,0.46875
64,44,power_anisotropic,True,True,True,True,True,False,0.375
64,44,beta_skew,True,True,True,True,True,False,0.40625
64,45,power_anisotropic,True,True,True,True,True,False,0.328125
64,45,beta_skew,True,True,True,True,True,False,0.359375
64,46,power_anisotropic,True,True,True,True,True,False,0.3125
64,46,beta_skew,True,True,True,True,True,False,0.375
64,47,power_anisotropic,True,True,True,True,True,False,0.359375
64,47,beta_skew,True,True,True,True,True,False,0.40625
64,48,power_anisotropic,True,True,True,True,True,False,0.3125
64,48,beta_skew,True,True,True,True,True,False,0.328125
64,49,power_anisotropic,True,True,True,True,True,False,0.3125
64,49,beta_skew,True,True,True,True,True,False,0.375
64,50,power_anisotropic,True,True,True,True,True,False,0.375
64,50,beta_skew,True,True,True,True,True,False,0.390625
64,51,power_anisotropic,True,True,True,True,True,False,0.375
64,51,beta_skew,True,True,True,True,True,False,0.4375
64,52,power_anisotropic,True,True,True,True,True,False,0.34375
64,52,beta_skew,True,True,True,True,True,False,0.40625
64,53,power_anisotropic,True,True,True,True,True,False,0.3125
64,53,beta_skew,True,True,True,True,True,False,0.375
64,54,power_anisotropic,True,True,True,True,True,False,0.375
64,54,beta_skew,True,True,True,True,True,False,0.390625
64,55,power_anisotropic,True,True,True,True,True,False,0.359375
64,55,beta_skew,True,True,True,True,True,False,0.453125
64,56,power_anisotropic,True,True,True,True,True,False,0.3125
64,56,beta_skew,True,True,True,True,True,False,0.390625
64,57,power_anisotropic,True,True,True,True,True,False,0.3125
64,57,beta_skew,True,True,True,True,True,False,0.328125
64,58,power_anisotropic,True,True,True,True,True,False,0.25
64,58,beta_skew,True,True,True,True,True,False,0.3125
64,59,power_anisotropic,True,True,True,True,True,False,0.34375
64,59,beta_skew,True,True,True,True,True,False,0.359375
64,60,power_anisotropic,True,True,True,True,True,False,0.34375
64,60,beta_skew,True,True,True,True,True,False,0.375
64,61,power_anisotropic,True,True,True,True,True,False,0.34375
64,61,beta_skew,True,True,True,True,True,False,0.375
64,62,power_anisotropic,True,True,True,True,True,False,0.328125
64,62,beta_skew,True,True,True,True,True,False,0.34375
64,63,power_anisotropic,True,True,True,True,True,False,0.40625
64,63,beta_skew,True,True,True,True,True,False,0.421875
64,64,power_anisotropic,True,True,True,True,True,False,0.375
64,64,beta_skew,True,True,True,True,True,False,0.40625
64,65,power_anisotropic,True,True,True,True,True,False,0.375
64,65,beta_skew,True,True,True,True,True,False,0.4375
64,66,power_anisotropic,True,True,True,True,True,False,0.3125
64,66,beta_skew,True,True,True,True,True,False,0.3125
64,67,power_anisotropic,True,True,True,True,True,False,0.375
64,67,beta_skew,True,True,True,True,True,False,0.4375
64,68,power_anisotropic,True,True,True,True,True,False,0.359375
64,68,beta_skew,True,True,True,True,True,False,0.4375
64,69,power_anisotropic,True,True,True,True,True,False,0.421875
64,69,beta_skew,True,True,True,True,True,False,0.5
64,70,power_anisotropic,True,True,True,True,True,False,0.375
64,70,beta_skew,True,True,True,True,True,False,0.40625
64,71,power_anisotropic,True,True,True,True,True,False,0.34375
64,71,beta_skew,True,True,True,True,True,False,0.375
64,72,power_anisotropic,True,True,True,True,True,False,0.265625
64,72,beta_skew,True,True,True,True,True,False,0.3125
64,73,power_anisotropic,True,True,True,True,True,False,0.328125
64,73,beta_skew,True,True,True,True,True,False,0.34375
64,74,power_anisotropic,True,True,True,True,True,False,0.359375
64,74,beta_skew,True,True,True,True,True,False,0.421875
64,75,power_anisotropic,True,True,True,True,True,False,0.390625
64,75,beta_skew,True,True,True,True,True,False,0.46875
64,76,power_anisotropic,True,True,True,True,True,False,0.4375
64,76,beta_skew,True,True,True,True,True,False,0.484375
64,77,power_anisotropic,True,True,True,True,True,False,0.34375
64,77,beta_skew,True,True,True,True,True,False,0.359375
64,78,power_anisotropic,True,True,True,True,True,False,0.25
64,78,beta_skew,True,True,True,True,True,False,0.28125
64,79,power_anisotropic,True,True,True,True,True,False,0.34375
64,79,beta_skew,True,True,True,True,True,False,0.375
64,80,power_anisotropic,True,True,True,True,True,False,0.328125
64,80,beta_skew,True,True,True,True,True,False,0.359375
64,81,power_anisotropic,True,True,True,True,True,False,0.328125
64,81,beta_skew,True,True,True,True,True,False,0.375
64,82,power_anisotropic,True,True,True,True,True,False,0.3125
64,82,beta_skew,True,True,True,True,True,False,0.328125
64,83,power_anisotropic,True,True,True,True,True,False,0.375
64,83,beta_skew,True,True,True,True,True,False,0.421875
64,84,power_anisotropic,True,True,True,True,True,False,0.34375
64,84,beta_skew,True,True,True,True,True,False,0.421875
64,85,power_anisotropic,True,True,True,True,True,False,0.4375
64,85,beta_skew,True,True,True,True,True,False,0.453125
64,86,power_anisotropic,True,True,True,True,True,False,0.296875
64,86,beta_skew,True,True,True,True,True,False,0.375
64,87,power_anisotropic,True,True,True,True,True,False,0.359375
64,87,beta_skew,True,True,True,True,True,False,0.390625
64,88,power_anisotropic,True,True,True,True,True,False,0.375
64,88,beta_skew,True,True,True,True,True,False,0.390625
64,89,power_anisotropic,True,True,True,True,True,False,0.515625
64,89,beta_skew,True,True,True,True,True,False,0.546875
64,90,power_anisotropic,True,True,True,True,True,False,0.265625
64,90,beta_skew,True,True,True,True,True,False,0.3125
64,91,power_anisotropic,True,True,True,True,True,False,0.375
64,91,beta_skew,True,True,True,True,True,False,0.421875
64,92,power_anisotropic,True,True,True,True,True,False,0.3125
64,92,beta_skew,True,True,True,True,True,False,0.328125
64,93,power_anisotropic,True,True,True,True,True,False,0.34375
64,93,beta_skew,True,True,True,True,True,False,0.375
64,94,power_anisotropic,True,True,True,True,True,False,0.3125
64,94,beta_skew,True,True,True,True,True,False,0.34375
64,95,power_anisotropic,True,True,True,True,True,False,0.296875
64,95,beta_skew,True,True,True,True,True,False,0.359375
64,96,power_anisotropic,True,True,True,True,True,False,0.34375
64,96,beta_skew,True,True,True,True,True,False,0.375
64,97,power_anisotropic,True,True,True,True,True,False,0.359375
64,97,beta_skew,True,True,True,True,True,False,0.5
64,98,power_anisotropic,True,True,True,True,True,False,0.234375
64,98,beta_skew,True,True,True,True,True,False,0.28125
64,99,power_anisotropic,True,True,True,True,True,False,0.375
64,99,beta_skew,True,True,True,True,True,False,0.421875
64,100,power_anisotropic,True,True,True,True,True,False,0.25
64,100,beta_skew,True,True,True,True,True,False,0.34375
64,101,power_anisotropic,True,True,True,True,True,False,0.328125
64,101,beta_skew,True,True,True,True,True,False,0.40625
64,102,power_anisotropic,True,True,True,True,True,False,0.359375
64,102,beta_skew,True,True,True,True,True,False,0.375
64,103,power_anisotropic,True,True,True,True,True,False,0.359375
64,103,beta_skew,True,True,True,True,True,False,0.375
64,104,power_anisotropic,True,True,True,True,True,False,0.3125
64,104,beta_skew,True,True,True,True,True,False,0.34375
64,105,power_anisotropic,True,True,True,True,True,False,0.421875
64,105,beta_skew,True,True,True,True,True,False,0.5
64,106,power_anisotropic,True,True,True,True,True,False,0.4375
64,106,beta_skew,True,True,True,True,True,False,0.46875
64,107,power_anisotropic,True,True,True,True,True,False,0.359375
64,107,beta_skew,True,True,True,True,True,False,0.46875
64,108,power_anisotropic,True,True,True,True,True,False,0.390625
64,108,beta_skew,True,True,True,True,True,False,0.453125
64,109,power_anisotropic,True,True,True,True,True,False,0.265625
64,109,beta_skew,True,True,True,True,True,False,0.3125
64,110,power_anisotropic,True,True,True,True,True,False,0.359375
64,110,beta_skew,True,True,True,True,True,False,0.453125
64,111,power_anisotropic,True,True,True,True,True,False,0.296875
64,111,beta_skew,True,True,True,True,True,False,0.359375
64,112,power_anisotropic,True,True,True,True,True,False,0.375
64,112,beta_skew,True,True,True,True,True,False,0.390625
64,113,power_anisotropic,True,True,True,True,True,False,0.25
64,113,beta_skew,True,True,True,True,True,False,0.265625
64,114,power_anisotropic,True,True,True,True,True,False,0.3125
64,114,beta_skew,True,True,True,True,True,False,0.390625
64,115,power_anisotropic,True,True,True,True,True,False,0.265625
64,115,beta_skew,True,True,True,True,True,False,0.34375
64,116,power_anisotropic,True,True,True,True,True,False,0.375
64,116,beta_skew,True,True,True,True,True,False,0.4375
64,117,power_anisotropic,True,True,True,True,True,False,0.265625
64,117,beta_skew,True,True,True,True,True,False,0.34375
64,118,power_anisotropic,True,True,True,True,True,False,0.375
64,118,beta_skew,True,True,True,True,True,False,0.453125
64,119,power_anisotropic,True,True,True,True,True,False,0.25
64,119,beta_skew,True,True,True,True,True,False,0.265625
64,120,power_anisotropic,True,True,True,True,True,False,0.359375
64,120,beta_skew,True,True,True,True,True,False,0.390625
64,121,power_anisotropic,True,True,True,True,True,False,0.296875
64,121,beta_skew,True,True,True,True,True,False,0.359375
64,122,power_anisotropic,True,True,True,True,True,False,0.34375
64,122,beta_skew,True,True,True,True,True,False,0.390625
64,123,power_anisotropic,True,True,True,True,True,False,0.296875
64,123,beta_skew,True,True,True,True,True,False,0.375
64,124,power_anisotropic,True,True,True,True,True,False,0.3125
64,124,beta_skew,True,True,True,True,True,False,0.375
64,125,power_anisotropic,True,True,True,True,True,False,0.375
64,125,beta_skew,True,True,True,True,True,False,0.421875
64,126,power_anisotropic,True,True,True,True,True,False,0.359375
64,126,beta_skew,True,True,True,True,True,False,0.40625
64,127,power_anisotropic,True,True,True,True,True,False,0.34375
64,127,beta_skew,True,True,True,True,True,False,0.359375
64,128,power_anisotropic,True,True,True,True,True,False,0.4375
64,128,beta_skew,True,True,True,True,True,False,0.53125
64,129,power_anisotropic,True,True,True,True,True,False,0.421875
64,129,beta_skew,True,True,True,True,True,False,0.46875
64,130,power_anisotropic,True,True,True,True,True,False,0.3125
64,130,beta_skew,True,True,True,True,True,False,0.359375
64,131,power_anisotropic,True,True,True,True,True,False,0.359375
64,131,beta_skew,True,True,True,True,True,False,0.359375
64,132,power_anisotropic,True,True,True,True,True,False,0.4375
64,132,beta_skew,True,True,True,True,True,False,0.46875
64,133,power_anisotropic,True,True,True,True,True,False,0.296875
64,133,beta_skew,True,True,True,True,True,False,0.328125
64,134,power_anisotropic,True,True,True,True,True,False,0.328125
64,134,beta_skew,True,True,True,True,True,False,0.421875
64,135,power_anisotropic,True,True,True,True,True,False,0.484375
64,135,beta_skew,True,True,True,True,True,False,0.546875
64,136,power_anisotropic,True,True,True,True,True,False,0.359375
64,136,beta_skew,True,True,True,True,True,False,0.421875
64,137,power_anisotropic,True,True,True,True,True,False,0.328125
64,137,beta_skew,True,True,True,True,True,False,0.359375
64,138,power_anisotropic,True,True,True,True,True,False,0.421875
64,138,beta_skew,True,True,True,True,True,False,0.421875
64,139,power_anisotropic,True,True,True,True,True,False,0.296875
64,139,beta_skew,True,True,True,True,True,False,0.34375
64,140,power_anisotropic,True,True,True,True,True,False,0.421875
64,140,beta_skew,True,True,True,True,True,False,0.46875
64,141,power_anisotropic,True,True,True,True,True,False,0.46875
64,141,beta_skew,True,True,True,True,True,False,0.5625
64,142,power_anisotropic,True,True,True,True,True,False,0.34375
64,142,beta_skew,True,True,True,True,True,False,0.40625
64,143,power_anisotropic,True,True,True,True,True,False,0.21875
64,143,beta_skew,True,True,True,True,True,False,0.28125
64,144,power_anisotropic,True,True,True,True,True,False,0.4375
64,144,beta_skew,True,True,True,True,True,False,0.484375
64,145,power_anisotropic,True,True,True,True,True,False,0.34375
64,145,beta_skew,True,True,True,True,True,False,0.390625
64,146,power_anisotropic,True,True,True,True,True,False,0.28125
64,146,beta_skew,True,True,True,True,True,False,0.328125
64,147,power_anisotropic,True,True,True,True,True,False,0.34375
64,147,beta_skew,True,True,True,True,True,False,0.390625
64,148,power_anisotropic,True,True,True,True,True,False,0.265625
64,148,beta_skew,True,True,True,True,True,False,0.34375
64,149,power_anisotropic,True,True,True,True,True,False,0.328125
64,149,beta_skew,True,True,True,True,True,False,0.4375
64,150,power_anisotropic,True,True,True,True,True,False,0.40625
64,150,beta_skew,True,True,True,True,True,False,0.453125
64,151,power_anisotropic,True,True,True,True,True,False,0.421875
64,151,beta_skew,True,True,True,True,True,False,0.484375
64,152,power_anisotropic,True,True,True,True,True,False,0.265625
64,152,beta_skew,True,True,True,True,True,False,0.296875
64,153,power_anisotropic,True,True,True,True,True,False,0.359375
64,153,beta_skew,True,True,True,True,True,False,0.421875
64,154,power_anisotropic,True,True,True,True,True,False,0.328125
64,154,beta_skew,True,True,True,True,True,False,0.390625
64,155,power_anisotropic,True,True,True,True,True,False,0.328125
64,155,beta_skew,True,True,True,True,True,False,0.34375
64,156,power_anisotropic,True,True,True,True,True,False,0.390625
64,156,beta_skew,True,True,True,True,True,False,0.4375
64,157,power_anisotropic,True,True,True,True,True,False,0.265625
64,157,beta_skew,True,True,True,True,True,False,0.34375
64,158,power_anisotropic,True,True,True,True,True,False,0.4375
64,158,beta_skew,True,True,True,True,True,False,0.46875
64,159,power_anisotropic,True,True,True,True,True,False,0.34375
64,159,beta_skew,True,True,True,True,True,False,0.40625
64,160,power_anisotropic,True,True,True,True,True,False,0.28125
64,160,beta_skew,True,True,True,True,True,False,0.40625
64,161,power_anisotropic,True,True,True,True,True,False,0.328125
64,161,beta_skew,True,True,True,True,True,False,0.46875
64,162,power_anisotropic,True,True,True,True,True,False,0.328125
64,162,beta_skew,True,True,True,True,True,False,0.390625
64,163,power_anisotropic,True,True,True,True,True,False,0.265625
64,163,beta_skew,True,True,True,True,True,False,0.359375
64,164,power_anisotropic,True,True,True,True,True,False,0.359375
64,164,beta_skew,True,True,True,True,True,False,0.453125
64,165,power_anisotropic,True,True,True,True,True,False,0.421875
64,165,beta_skew,True,True,True,True,True,False,0.46875
64,166,power_anisotropic,True,True,True,True,True,False,0.390625
64,166,beta_skew,True,True,True,True,True,False,0.453125
64,167,power_anisotropic,True,True,True,True,True,False,0.375
64,167,beta_skew,True,True,True,True,True,False,0.390625
64,168,power_anisotropic,True,True,True,True,True,False,0.375
64,168,beta_skew,True,True,True,True,True,False,0.421875
64,169,power_anisotropic,True,True,True,True,True,False,0.28125
64,169,beta_skew,True,True,True,True,True,False,0.296875
64,170,power_anisotropic,True,True,True,True,True,False,0.28125
64,170,beta_skew,True,True,True,True,True,False,0.34375
64,171,power_anisotropic,True,True,True,True,True,False,0.4375
64,171,beta_skew,True,True,True,True,True,False,0.484375
64,172,power_anisotropic,True,True,True,True,True,False,0.3125
64,172,beta_skew,True,True,True,True,True,False,0.359375
64,173,power_anisotropic,True,True,True,True,True,False,0.25
64,173,beta_skew,True,True,True,True,True,False,0.328125
64,174,power_anisotropic,True,True,True,True,True,False,0.4375
64,174,beta_skew,True,True,True,True,True,False,0.484375
64,175,power_anisotropic,True,True,True,True,True,False,0.40625
64,175,beta_skew,True,True,True,True,True,False,0.421875
64,176,power_anisotropic,True,True,True,True,True,False,0.3125
64,176,beta_skew,True,True,True,True,True,False,0.328125
64,177,power_anisotropic,True,True,True,True,True,False,0.421875
64,177,beta_skew,True,True,True,True,True,False,0.484375
64,178,power_anisotropic,True,True,True,True,True,False,0.46875
64,178,beta_skew,True,True,True,True,True,False,0.515625
64,179,power_anisotropic,True,True,True,True,True,False,0.34375
64,179,beta_skew,True,True,True,True,True,False,0.421875
64,180,power_anisotropic,True,True,True,True,True,False,0.359375
64,180,beta_skew,True,True,True,True,True,False,0.421875
64,181,power_anisotropic,True,True,True,True,True,False,0.328125
64,181,beta_skew,True,True,True,True,True,False,0.390625
64,182,power_anisotropic,True,True,True,True,True,False,0.34375
64,182,beta_skew,True,True,True,True,True,False,0.34375
64,183,power_anisotropic,True,True,True,True,True,False,0.28125
64,183,beta_skew,True,True,True,True,True,False,0.328125
64,184,power_anisotropic,True,True,True,True,True,False,0.28125
64,184,beta_skew,True,True,True,True,True,False,0.3125
64,185,power_anisotropic,True,True,True,True,True,False,0.375
64,185,beta_skew,True,True,True,True,True,False,0.390625
64,186,power_anisotropic,True,True,True,True,True,False,0.40625
64,186,beta_skew,True,True,True,True,True,False,0.484375
64,187,power_anisotropic,True,True,True,True,True,False,0.375
64,187,beta_skew,True,True,True,True,True,False,0.390625
64,188,power_anisotropic,True,True,True,True,True,False,0.34375
64,188,beta_skew,True,True,True,True,True,False,0.390625
64,189,power_anisotropic,True,True,True,True,True,False,0.390625
64,189,beta_skew,True,True,True,True,True,False,0.390625
64,190,power_anisotropic,True,True,True,True,True,False,0.265625
64,190,beta_skew,True,True,True,True,True,False,0.28125
